id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,gen14_miltax,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il14b,tax_temp_inc,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_coup_rts,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,partyaff,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth,rec_eth_other,neighborhood1,neighborhood,hh_inc,male,female
49294,2,1, , ,1,1,1,2,2,2,5,1,1,1,1,4,2, ,1,1, ,1,1, ,2,1,3,4,3,3,4,3,3,2,2,4,1,1, ,1,1,1,2,2,2,4,2,1,1,2,1,5,3,1,1,1,3,3,3,2,1,3,5,3,7,3,3, ,1,2,1, ,1,5,2,60123,10,1947,1, ,5,5,4,1,0
48197,3,1, , ,1,1,1,2,2,9,3,1,1,1,8,4,2, ,1,1, ,1,1, ,2,4,4,4,1,3,3,4,3,8,2,3,3,2,1, ,1,1,2,4,3,3,2,4,2,5,2,4,3,3,2,2,3,3,3,3,1,2,4,3,7,3,3, ,1,1,1, ,1,2,1,60970,13,1930,1, ,4,4,1,1,0
49006,3,1, , ,1,1,1,1,1,2,3,1,1,1,8,1,1, ,3,2, ,3,2, ,3,3,1,1,1,1,1,1,1,4,5,2,4,4, ,9,9,9,1,1,3,1,1,3,2,3,2,1,1,1,1,2,1,9,1,1,1,2,2,1,1,1,3, ,9,5, ,1,1,5,2,62817,14,9999,1, ,5,5,4,1,0
47232,3,1, , ,1,1,2,1,1,1,1,1,2,2,8,9,9, ,3,2, ,3,2, ,2,9,2,9,9,2,9,9,3,8,9,9,9,9,2, ,2,2,9,2,8,9,1,2,1,1,1,9,9,2,1,2,9,9,3,3,2,2,3,2,4,2,4, , ,5, ,9,9, , ,99999,14,9999,9, ,9,9,9,0,1
48150,3,1, , ,1,1,1,2,2,1,2,2,1,2,2,1,1, ,3,2, ,4,2, ,2,2,2,9,2,2,2,2,3,8,5,1,1,1, ,2,2,8,1,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,6,3,2,3,1,1,2, ,4, ,2,2, , ,60410,7,1962,1, ,5,5,6,1,0
46861,3,2,1,1, ,1,1,1,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,1,1,4,5,1,2,2,2, ,2,2,1,1,1,1,1,2,1,9,9,2,1,1,1,2,1,1,2,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,61614,10,1945,1, ,5,5,5,1,0
47429,3,2,1,1, ,1,2,2,2,9,5,1,1,1,8,4,2, ,1,1, ,1,1, ,9,9,4,4,4,9,3,2,9,2,1,2,2,1,1, ,1,8,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,9,1,4,5,3,7,3,2,1, ,3,1, ,1,5,2,62249,8,1955,1, ,5,5,3,0,1
48562,3,2,1,1, ,1,2,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,4,4,4,4,3,4,4,2,1,3,1,2,2, ,1,1,1,2,2,2,4,2,2,1,2,1,4,3,1,1,9,2,2,3,3,1,5,4,3,5,3,1,1, ,4, ,1,1,5,2,62711,9,1954,1, ,4,4,7,0,1
47514,1,1, , ,1,1,2,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,3,1,1,3,3,1,1,4,3,4,4,3,3,2, ,2,1,1,1,8,4,2,1,1,9,9,4,3,2,1,1,1,1,1,3,1,2,2,1,1,1,3, ,3,4, ,2,2, , ,60616,8,1957,2, ,6,6,2,0,1
48592,2,1, , ,1,1,2,9,9,1,3,1,1,1,8,9,9, ,9,9, ,9,9, ,9,9,2,9,9,2,9,3,9,8,9,2,1,2, ,9,9,2,9,9,8,9,9,1,1,1,1,2,1,1,1,9,3,9,3,3,1,2,4,3,9,9,3, ,4,1,1, ,1,5,2,99999,12,1936,1, ,6,6,9,0,1
48044,3,1, , ,1,1,2,2,2,1,2,2,1,2,2,1,1, ,3,2, ,3,2, ,3,2,2,2,2,2,2,2,3,8,5,3,1,2,2, ,2,2,1,2,8,3,2,2,1,1,1,3,2,2,1,2,3,3,2,2,2,5,4,3,1,1,2,3, ,1,1, ,1,5,2,62571,7,1964,1, ,5,5,2,0,1
46864,2,1, , ,1,1,1,1,1,1,3,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,2,2,2,2,2,2,2,8,4,1,1,2, ,2,2,2,1,2,3,2,1,3,2,2,1,5,3,2,1,1,1,1,3,3,1,5,2,1,4,2,3, ,3,5, ,3,3, , ,60120,10,1948,2, ,5,5,3,1,0
48109,1,2,1,1, ,1,2,9,9,9,3,2,2,2,8,9,9, ,9,9, ,9,9, ,2,2,2,3,9,2,9,2,2,3,4,9,9,3, ,2,2,8,1,9,3,9,1,9,9,9,9,9,9,9,9,9,3,2,3,3,4,4,3,2,9,9,4, , ,1,1, ,1,1,1,60614,3,1983,1, ,5,5,4,0,1
48459,2,1, , ,1,1,2,2,2,1,2,1,1,1,2,4,2, ,1,1, ,1,1, ,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2, ,2,2,1,2,2,3,1,2,1,9,9,9,9,1,1,2,3,2,2,3,1,5,4,3,7,3,3, ,9,1,1, ,1,5,2,60561,10,1948,1, ,5,5,6,0,1
47555,2,2,1,1, ,1,2,2,2,2,2,1,1,1,2,9,9, ,3,2, ,3,2, ,2,2,2,9,9,2,2,2,2,2,1,2,2,2,2, ,2,2,1,2,8,3,1,3,2,2,1,2,1,2,1,2,2,3,1,1,1,4,2,1,3,1,1,1, ,1,1, ,1,3,1,60402,7,1964,1, ,3,3,6,0,1
48976,2,2,1,1, ,1,1,2,2,2,2,2,2,2,8,1,1, ,4,2, ,3,2, ,2,2,2,2,2,2,9,2,2,8,9,2,2,3,9, ,9,2,9,2,2,3,1,3,2,3,2,5,3,2,1,2,9,1,3,1,1,5,3,2,3,1,1,4, ,3,1, ,1,5,2,60615,5,1971,2, ,6,6,4,1,0
44599,2,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,2,1,3,2,1,2,2,4,5,3,3,3, ,2,2,8,2,9,2,1,9,2,1,2,1,2,1,2,1,9,1,1,3,3,1,6,2,1,1,1,3, ,9,4, ,2,2, , ,60015,10,1948,1, ,5,5,9,0,1
47438,1,2,1,1, ,1,2,1,1,1,2,1,1,1,1,2,1, ,3,2, ,3,2, ,1,1,1,2,1,9,3,9,9,4,5,1,1,1,2, ,2,2,2,1,1,9,1,2,1,9,9,3,2,3,2,2,1,9,3,1,2,6,3,2,4,2,1,9, ,2,1, ,1,2,1,99999,7,1960,8,ALL OF THE ABOVE,6,6,9,0,1
48314,1,2,1,1, ,1,1,2,2,2,2,1,1,1,1,9,9, ,1,1, ,1,1, ,2,2,3,2,3,1,1,2,3,8,3,1,1,2,2, ,2,8,1,2,1,4,2,3,2,3,2,2,1,2,1,1,1,1,3,3,3,6,4,3,7,3,1,1, ,4, ,1,1,5,2,60607,3,1983,1, ,5,5,7,1,0
48840,1,2,1,1, ,1,2,2,2,2,3,1,1,1,2,1,1, ,2,1, ,3,2, ,3,1,1,2,1,9,2,3,2,8,9,1,1,1,2, ,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,3,3,2,2,1,1,2, ,1,1, ,1,2,1,60609,6,1967,2, ,2,2,2,0,1
48748,3,2,1,1, ,1,2,2,2,9,2,1,1,1,2,4,2, ,1,1, ,1,1, ,2,1,2,3,1,2,2,1,1,8,3,1,2,1, ,2,2,8,1,9,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,6,3,3, ,1,4, ,1,1,5,2,61813,11,1944,1, ,5,5,3,0,1
49156,3,2,1,1, ,1,2,2,2,2,5,2,2,2,2,8,8,"I VOTE FOR BEST CANDIDATE, NOT BASED ON PARTY",1,1, ,3,2, ,2,1,1,1,1,2,3,3,2,8,3,2,1,1, ,2,2,2,1,1,1,1,1,2,1,1,1,5,3,2,1,2,1,1,3,3,1,4,2,1,4,2,1,1, ,2,1, ,1,5,2,62626,7,1962,1, ,5,5,3,0,1
49323,2,2,1,1, ,1,2,2,2,1,2,2,2,2,8,9,9, ,2,1, ,9,9, ,3,2,9,2,3,2,2,2,3,8,9,1,1,1,1, ,1,8,1,9,2,2,2,3,2,3,2,2,1,2,1,1,1,1,3,3,3,5,2,1,3,1,1,1, ,3,1, ,1,5,2,60657,2,1989,1, ,5,5,9,0,1
53624,2,1, , ,1,1,2,9,2,1,3,1,1,1,8,9,9, ,2,1, ,5,3, ,1,1,1,2,1,2,1,1,3,8,3,2,1,2, ,2,2,8,2,4,2,9,9,4,2,4,2,1,1,5,3,2,2,9,3,3,2,3,3,2,9,9,1,4, ,2,1, ,1,5,2,60018,5,1973,9, ,5,5,3,0,1
50627,2,2,1,1, ,1,1,2,2,2,2,1,2,2,2,4,2, ,1,1, ,1,1, ,4,9,3,3,3,2,2,2,4,1,2,2,1,2,1, ,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,3,3,3,2,3,6,4,3,5,3,1,1, ,1,1, ,1,5,2,60544,7,1960,1, ,6,6,7,1,0
51840,2,2,1,1, ,1,1,9,1,2,4,1,3,2,1,1,1, ,3,2, ,3,2, ,2,2,2,2,2,2,3,2,2,4,5,4,1,1, ,1,1,1,1,2,2,3,1,4,2,5,2,5,3,2,1,1,1,1,1,1,1,5,3,2,1,1,1,2, ,4, ,1,1,5,2,60473,4,1979,2, ,2,2,4,1,0
55645,2,2,1,1, ,1,1,9,9,1,2,1,1,1,2,1,1, ,5,3, ,3,2, ,2,2,2,2,1,1,2,1,2,4,5,1,2,2, ,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,6,2,1,3,1,1,1, ,4, ,1,1,5,2,60555,4,1979,1, ,5,5,5,1,0
45921,2,2,1,1, ,1,2,1,1,1,2,3,1,2,1,1,1, ,3,2, ,3,2, ,2,2,2,2,2,2,2,2,2,8,1,1,2,4,2, ,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,3,4,3,1,1,2,1,4, , ,3,2, ,2, , ,60155,1,1993,4, ,1,1,8,0,1
56321,2,2,1,1, ,1,1,1,2,1,2,3,3,2,2,1,1, ,3,2, ,3,2, ,3,3,2,3,2,2,2,3,3,3,2,3,2,3, ,2,2,2,1,2,3,3,2,2,1,3,2,2,1,2,1,2,2,1,3,3,1,1,2,1,2,1,4, , ,4, ,1,1,5,2,60007,1,1996,4, ,5,5,5,1,0
52567,3,2,1,1, ,1,2,1,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,2,3,3,5,1,1,1,2, ,2,2,1,2,3,2,1,3,2,2,1,9,9,2,1,2,1,1,3,3,1,2,3,2,1,1,3, ,1,3,1, ,1,5,2,61736,11,1944,1, ,5,5,2,0,1
47962,1,2,1,1, ,1,1,2,9,1,1,3,3,2,8,1,1, ,3,2, ,3,2, ,1,9,2,1,2,9,9,2,9,3,5,2,2,2,2, ,2,2,1,1,2,9,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,1,2,1,1,1, ,4, ,2,2, , ,60062,3,1983,1, ,5,5,6,1,0
52546,2,2,1,1, ,1,1,2,2,1,2,2,3,2,2,4,2, ,1,1, ,1,1, ,2,2,3,2,3,3,3,2,3,3,4,3,3,3,1, ,1,1,1,3,3,3,1,2,1,2,1,2,1,2,1,2,2,1,3,3,2,6,3,2,6,3,1,4, ,2,1, ,1,5,2,60614,1,1990,1, ,4,4,2,1,0
57114,2,2,1,1, ,1,2,2,2,1,3,2,1,2,1,3,2, ,3,2, ,3,2, ,2,1,2,1,1,2,2,1,2,3,4,1,2,1, ,2,2,2,1,2,2,2,1,3,2,4,2,4,3,2,1,2,2,1,1,1,2,5,3,2,1,1,2,3, ,3,1, ,1,5,2,60425,2,1989,4, ,2,2,3,0,1
51102,3,1, , ,1,1,1,9,2,1,2,1,1,1,2,9,9, ,9,9, ,1,1, ,1,1,1,2,1,1,4,3,3,8,9,1,4,4, ,1,1,8,1,3,3,1,1,9,9,9,9,3,2,1,1,1,2,3,2,2,1,2,4,3,7,3,3, ,3,1,1, ,1,5,2,62880,12,1935,1, ,5,5,4,1,0
52194,3,1, , ,1,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,9,2,3,9,3,2,2,9,4,1,2,1,3,3, ,2,2,1,1,3,3,4,1,2,1,2,1,4,3,1,1,1,2,2,2,2,1,5,4,3,7,3,1,1, ,2,1, ,1,3,1,61701,8,1958,1, ,5,5,4,1,0
37969,2,1, , ,1,1,1,2,2,1,1,1,1,1,1,4,2, ,1,1, ,1,1, ,4,3,4,3,4,3,4,4,2,8,4,1,2,2,1, ,1,2,1,1,3,4,2,1,1,1,1,1,1,1,1,2,3,2,3,3,1,6,4,3,7,3,2,1, ,5, ,2,2, , ,60523,11,1943,5, ,5,5,7,1,0
54456,2,2,1,1, ,1,2,1,1,2,3,1,2,2,8,1,1, ,3,2, ,3,2, ,1,1,1,2,9,2,3,2,1,8,5,3,2,3, ,2,2,2,2,3,3,4,2,3,2,2,1,5,3,2,1,2,2,3,3,3,2,2,3,2,1,1,3, ,3,1,1, ,1,2,1,60617,11,1942,2, ,1,1,4,0,1
51884,1,2,1,1, ,1,1,2,2,2,3,3,3,2,2,1,1, ,3,2, ,3,2, ,4,3,4,3,3,2,3,3,4,4,1,1,1,1,2, ,2,2,2,2,3,2,1,5,2,4,2,5,3,5,3,2,3,3,3,1,1,2,1,1,3,1,1,1, ,5, ,3,3, , ,70640,2,1989,4, ,6,6,1,1,0
53513,1,2,1,1, ,1,1,2,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,2,1,1,1,1,4,1,1,4,5,1,1,1,2, ,2,2,1,1,3,2,2,2,1,2,1,2,1,2,1,1,1,1,3,3,3,6,2,1,1,1,1,1, ,5, ,2,2, , ,60610,5,1974,1, ,4,4,5,1,0
55201,1,2,1,1, ,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,1,9,2,2,4,2,1,2,2,2,4,1,1,3,2, ,2,9,9,2,1,4,1,5,2,5,2,4,3,5,3,2,1,1,1,1,3,6,4,3,7,3,1,1, ,4, ,2,2, , ,60614,2,1987,1, ,5,5,7,1,0
51126,2,2,1,1, ,1,1,1,1,1,2,3,3,2,2,4,2, ,1,1, ,1,1, ,1,1,3,2,1,2,2,2,2,8,9,1,2,1,2, ,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,4,4,2,1,6,3,2,1, ,5, ,3,3, , ,61761,2,1989,1, ,2,2,1,1,0
52875,2,2,1,1, ,1,1,2,2,1,3,2,1,2,2,1,1, ,5,3, ,3,2, ,3,2,1,1,1,1,1,1,1,2,4,4,1,1, ,2,2,1,1,1,2,4,2,2,1,1,1,5,3,1,1,1,1,1,3,3,1,3,3,2,2,1,1,1, ,4, ,1,1,5,2,60133,8,1955,1, ,3,3,4,1,0
50629,1,2,1,1, ,1,1,2,2,1,1,1,1,1,2,2,1, ,3,2, ,3,2, ,2,2,1,3,1,2,1,1,4,8,9,1,2,2,2, ,2,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,6,3,2,4,2,3, ,4,4, ,1,1,5,2,60026,8,1958,1, ,6,6,7,1,0
49248,3,2,1,1, ,1,1,2,2,1,2,1,1,1,8,4,2, ,1,1, ,1,1, ,2,2,9,2,1,2,2,2,2,8,3,1,1,1, ,1,1,8,1,9,2,3,2,1,1,1,1,1,1,1,1,1,9,1,3,3,1,3,3,2,5,3,1,1, ,4, ,1,1,5,2,61529,4,1979,1, ,5,5,6,1,0
50646,3,1, , ,1,1,2,2,1,9,2,9,3,2,8,9,9, ,9,9, ,9,9, ,1,2,1,3,3,9,9,3,1,9,9,4,4,4,2, ,2,2,9,9,3,3,2,2,1,9,9,9,9,9,9,1,3,3,3,3,3,3,9,9,6,3,3, ,3,4, ,1,1,2,1,99999,12,1937,1, ,9,9,8,0,1
51910,3,1, , ,1,1,2,1,1,1,3,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,2,2,3,9,9,9,2,3,5,2,2,2,9, ,9,2,1,9,8,3,1,2,1,1,1,9,9,9,9,2,2,1,2,3,1,2,2,1,1,1,3, ,1,1,1, ,1,5,2,61611,13,1928,9, ,5,5,8,0,1
53456,3,1, , ,1,1,1,2,2,2,2,1,2,2,2,1,1, ,3,2, ,3,2, ,3,2,2,2,2,2,9,2,2,8,3,1,9,4,1, ,1,8,1,9,3,3,2,3,2,3,2,1,1,2,1,9,2,3,1,1,2,4,3,2,3,1,1,3, ,4, ,1,1,5,2,61063,5,1970,1, ,5,5,9,1,0
54453,3,1, , ,1,1,2,2,2,2,4,1,1,1,2,1,1, ,3,2, ,5,3, ,2,2,2,2,2,2,3,2,2,4,5,1,1,1,2, ,2,2,2,2,2,9,1,3,2,2,1,5,3,4,3,2,1,2,3,1,2,6,2,1,1,1,1,4, ,3,1, ,1,5,2,61201,7,1962,2, ,2,2,3,0,1
57365,3,1, , ,1,1,2,2,2,9,3,1,1,1,1,8,8,ANYONE ELSE,1,1, ,5,3, ,9,1,2,1,4,2,2,2,2,1,1,1,4,4,1, ,1,1,1,2,3,3,2,5,2,5,2,4,3,4,3,2,1,1,2,1,2,3,4,3,4,2,3, ,1,5, ,1,1,5,2,60441,9,1953,1, ,5,5,1,0,1
53203,2,2,1,1, ,1,2,9,1,2,4,1,1,1,1,1,1, ,3,2, ,3,2, ,1,4,9,1,2,2,2,3,3,8,3,3,3,1, ,1,1,1,2,1,2,3,2,3,2,3,2,4,3,5,3,2,3,3,2,3,1,2,3,2,1,1,2,1, ,1,1, ,1,5,2,60426,8,1958,2, ,1,1,1,0,1
54719,2,2,1,1, ,1,2,1,9,1,2,1,2,2,9,1,1, ,3,2, ,3,2, ,2,2,1,1,9,3,2,2,3,8,9,2,2,2,2, ,2,2,1,2,2,3,2,2,1,1,1,2,1,2,1,2,2,1,1,1,3,2,3,2,1,1,1,3, ,4, ,1,1,2,1,60804,5,1974,4, ,4,4,1,0,1
51584,1,2,1,1, ,1,1,1,1,1,1,2,3,2,8,4,2, ,1,1, ,1,1, ,3,9,2,9,3,2,2,9,9,9,3,2,1,1, ,1,1,8,2,1,8,2,1,1,1,1,1,3,2,2,1,2,3,3,3,3,4,3,5,3,4,2,1,1, ,1,2, ,2, , ,99999,14,9999,5, ,6,6,4,1,0
51672,3,2,1,1, ,1,1,2,2,2,4,1,1,1,1,4,2, ,5,3, ,5,3, ,2,3,3,3,3,2,2,3,3,1,1,2,3,3,1, ,1,1,1,2,3,3,9,2,1,2,1,2,1,2,1,2,1,1,3,3,1,3,3,2,8,8,1,3, ,4, ,1,1,5,2,61051,2,1988,1, ,5,5,4,1,0
57276,3,2,1,1, ,1,1,2,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,2,2,2,2,2,2,2,8,4,1,2,2,1, ,1,8,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,3,2,2,4,3,2,4,2,1,1, ,5, ,1,1,5,2,61554,2,1989,1, ,5,5,2,1,0
54332,2,2,1,1, ,1,1,1,9,1,2,1,1,1,2,8,8,LIBERTARIAN; INDEPENDENT,5,3, ,1,1, ,1,3,1,3,2,2,1,2,3,3,4,2,1,1,1, ,1,8,2,3,9,3,2,2,1,4,2,1,1,4,3,2,1,9,3,1,1,3,3,2,3,1,1,1, ,5, ,3,3, , ,60559,3,1984,1, ,5,5,7,1,0
49941,1,2,1,1, ,1,1,2,9,2,1,1,2,2,1,2,1, ,9,9, ,3,2, ,1,3,3,1,1,1,2,2,2,3,5,1,2,2,2, ,2,2,2,2,2,4,2,2,1,3,2,2,1,2,1,2,2,1,3,3,1,2,2,1,8,8,4, , ,3,9, ,9, , ,99999,1,1992,9, ,5,5,9,1,0
55543,2,2,1,1, ,1,2,9,2,1,3,2,2,2,2,1,1, ,3,2, ,9,9, ,2,1,1,3,1,2,1,1,1,8,5,1,1,3,2, ,2,2,1,2,2,3,2,1,1,2,1,4,3,1,1,2,1,1,3,1,2,5,2,1,3,1,1,1, ,5, ,3,3, , ,60625,1,1991,1, ,3,3,5,0,1
53234,1,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,1,1, ,2,1, ,1,1,1,1,3,2,9,2,1,1,1,2,1,1,2, ,2,2,2,1,1,1,2,1,1,5,2,1,1,4,3,2,1,2,2,2,1,1,1,1,1,1,1,1, ,1,1, ,1,1,1,60125,4,1977,1, ,1,1,1,0,1
53877,1,2,1,1, ,1,1,1,1,1,1,1,2,2,2,9,9, ,1,1, ,3,2, ,2,1,1,1,1,1,1,1,1,3,1,2,2,1,2, ,2,2,9,1,1,3,1,1,1,1,1,9,9,1,1,1,1,1,3,3,1,1,3,2,1,1,3, ,1,1,8, ,8, , ,60608,4,1977,1, ,1,1,5,1,0
50791,1,2,1,1, ,1,1,1,1,1,3,9,9,2,1,2,1, ,9,9, ,1,1, ,1,1,2,3,1,4,1,4,2,1,9,1,1,1,1, ,1,2,2,1,3,1,2,2,1,2,1,1,1,4,3,2,9,9,1,1,4,6,3,2,9,9,2,9, ,5, ,1,1,5,2,99999,1,1990,3, ,6,6,8,1,0
50474,2,2,1,1, ,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,4,1,4,1,1,1,1,2,1,1,2, ,2,2,1,1,1,2,3,2,1,1,3,2,5,3,1,1,1,3,2,3,3,1,4,4,3,7,3,3, ,1,2,1, ,1,5,2,60099,6,1966,1, ,2,2,4,1,0
55172,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1, ,3,2, ,3,2, ,4,1,1,1,2,1,1,1,2,4,5,4,4,4,2, ,2,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,2,1,1,1,1, ,1,1, ,1,5,2,60631,4,1975,1, ,5,5,5,1,0
56117,1,2,1,1, ,1,2,1,1,1,1,2,1,2,1,1,1, ,3,2, ,3,2, ,4,1,1,1,1,2,3,4,2,8,4,1,1,1, ,2,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,3,2,1,1,2,9, ,3,1, ,1,2,1,60181,2,1989,2, ,6,6,2,0,1
54211,1,2,1,1, ,1,2,1,2,2,3,9,2,2,8,1,1, ,9,9, ,3,2, ,2,1,1,1,1,9,3,2,9,9,9,3,1,3,2, ,2,2,1,2,3,4,2,3,2,3,2,4,3,2,1,2,1,1,3,3,2,3,9,9,2,1,1,1, ,4, ,3,3, , ,60623,3,1980,4, ,6,6,2,0,1
52131,3,2,1,1, ,1,1,2,2,2,3,1,1,1,8,4,2, ,1,1, ,1,1, ,9,2,4,3,3,1,1,2,9,9,1,1,3,4, ,1,1,1,1,2,3,4,1,3,2,4,2,1,1,1,1,1,2,2,3,3,1,2,4,3,9,9,9, , ,3,8, ,8, , ,62445,7,1963,1, ,5,5,8,1,0
54787,2,2,1,1, ,1,1,1,2,2,3,3,1,2,2,9,9, ,2,1, ,4,2, ,2,2,1,1,1,2,2,1,2,4,5,2,1,1,1, ,1,1,2,2,1,9,1,3,2,4,2,5,3,4,3,2,1,1,3,3,1,4,3,2,3,1,2,3, ,3,1, ,1,5,2,60169,1,1991,1, ,4,4,5,1,0
56312,3,2,1,1, ,1,2,1,2,2,4,1,1,1,2,9,9, ,9,9, ,3,2, ,1,9,2,9,2,2,1,2,2,4,5,4,3,4, ,2,2,8,2,3,3,1,2,2,1,2,1,2,1,4,3,9,1,1,1,1,1,6,3,2,3,1,1,3, ,5, ,3,3, , ,61912,8,1957,1, ,5,5,4,0,1
49479,3,2,1,1, ,1,2,9,2,9,2,1,1,1,8,9,9, ,9,9, ,9,9, ,9,9,9,9,9,9,9,2,9,8,9,2,2,1,1, ,1,1,1,9,2,9,2,3,2,2,1,1,1,1,1,9,3,1,3,3,1,3,3,2,3,1,2,1, ,9, ,9,9, , ,99999,14,9999,9, ,9,9,9,0,1
50797,3,2,1,1, ,1,1,2,1,1,2,1,1,1,2,4,2, ,1,1, ,3,2, ,3,3,2,2,3,2,3,2,3,8,3,1,4,4,2, ,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,3,2,3,1,1,4, ,4, ,1,1,5,2,62884,7,1963,1, ,5,5,5,1,0
54025,3,2,1,1, ,1,2,2,2,9,3,1,1,1,2,1,1, ,1,1, ,3,2, ,2,2,2,2,3,2,3,3,2,8,3,4,4,4,2, ,2,2,2,3,8,2,2,5,2,4,2,4,3,5,3,2,1,1,3,1,4,2,4,3,5,3,4, , ,1,8, ,8, , ,61605,8,1956,2, ,1,1,8,0,1
49820,3,2,1,1, ,1,1,2,2,1,2,1,2,2,1,1,1, ,3,2, ,3,2, ,1,1,1,2,1,1,2,1,1,4,5,1,3,3, ,1,1,1,1,1,3,1,2,2,1,2,1,2,1,2,1,1,2,1,1,3,2,2,2,1,4,2,1,4, ,5, ,1,1,3,1,61111,5,1973,1, ,5,5,5,1,0
52816,2,2,1,1, ,1,2,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,4,2,4,4,4,2,2,4,3,1,1,2,2,2,1, ,1,1,2,4,2,4,2,2,1,2,1,2,1,2,1,1,2,2,3,3,2,5,5,3,7,3,1,1, ,2,1, ,1,5,2,60191,5,1974,1, ,5,5,6,0,1
53996,2,2,1,1, ,1,1,9,9,9,1,1,3,2,8,9,9, ,9,9, ,9,9, ,9,9,1,9,9,1,2,3,2,3,4,3,2,4,9, ,9,9,2,3,3,4,2,2,1,2,1,9,9,2,1,1,2,2,2,1,3,5,4,3,8,8,2,4, ,2,1, ,1,9,9,60504,14,9999,1, ,5,5,9,1,0
51687,1,2,1,1, ,1,1,1,2,2,3,1,1,1,2,2,1, ,3,2, ,3,2, ,4,3,1,2,1,2,2,2,1,8,9,2,1,1,1, ,1,2,1,2,3,2,2,2,1,2,1,2,1,1,1,1,2,1,3,3,3,6,4,3,1,1,1,2, ,1,2, ,2, , ,60608,3,1981,4, ,3,3,2,1,0
52099,1,2,1,1, ,1,1,2,2,1,5,1,3,2,2,1,1, ,3,2, ,3,2, ,3,2,1,3,1,3,2,3,2,1,1,1,3,1,2, ,2,2,1,3,8,2,2,5,2,5,2,1,1,1,1,2,1,1,3,3,3,6,5,3,1,1,2,2, ,4, ,1,1,3,1,60624,1,1992,1, ,5,5,4,1,0
53798,2,2,1,1, ,1,1,1,1,1,2,2,3,2,2,9,9, ,3,2, ,3,2, ,1,1,1,3,2,1,9,2,3,8,4,2,1,1, ,2,2,2,1,1,1,4,1,1,1,1,1,9,9,1,1,2,2,1,1,3,1,9,3,2,1,1,1,2, ,4, ,2,2, , ,60148,6,1967,3, ,6,6,6,1,0
