id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim_10,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il10,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_inc10,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_coup_rts,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hh_inc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
034680,2,2,2,1,4,3,2,4,3,6, , , , , , , , , , , , , ,2,1,1,1,1,1,1,3,2,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,3,1, ,2,2,3,3,4,3,2,2,2,3,1,2,2,1,1,1,2,1,3,2,1, , , , , , , , , , , ,2,6,2,5,2,1, ,5, , , , , , , , , , , , , ,1937,60803,1,2,4,60445,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
034900,3,2,2,1,2,5,2,5,3,6, , , , , , , , , , , , , ,3,4,2,2,1,1,1,1,4,2,3,2,3,3,2,3,2,2,2,2,2,2,2,1,2, ,2,2,1,2, ,2, ,1,1,3,3,2,1,3,1,1,2, , , , , , , , , , , , , , , , ,1,6,4,6,3,1, ,14, , , , , , ,1, , , , ,5,4,1935,62447,1,2,6,62447,17035,848,116,9999,D,3,0,0,0,0,0,0,1,0,1
034976,2,2,2,1,2,4,2,2,4,2, , , , , , ,6, , , , , , ,2,1,2,1,1,1,1,1,1,1,2,3,1,4,4,2,1,1,1,1,2,1,1,2,2,1, ,1,1,2, ,2, ,1,1,2,2,1,1,2,3,3, , , , , , , , , , , , ,1,2,1,1,2,1,5,4,7,4, ,1,17, , , , , , , , , , , , , ,1949,60517,1,2,4,60517,17043,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
034995,2,1,2,1,1,3,2,2,2,6, , , , , , , , , , , , , ,2,3,1,3,2,1,1,2,1,2,2,4,3,5,4,2,2,2,2,1,2,2,2,1,2, ,1,1,1,1, ,1, ,1,1,1,1,1,2,1,1,2, , , , , , ,1,3,1,4,2,4, , , , , ,2,6,2,1,5, ,3, , , , , , , , , , , , , , ,1962,99999,7,7,8,60174,17089,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
035090,3,3,3,2,3,3,2,5,2,2,3,5, , , , ,6, , , , , , ,1,1,1,2,1,4, ,3,1,3,1,1,4,4,3,2,2,2,2,1,2,2,2,2,2, ,1,1,1,7, ,6, ,3,1,3,2,2,2,3,3,1,2, , , , , , , , , , , , , , , , ,2,6,3,4,1,1, ,5, , , , , , , , , , , , , ,1959,61019,1,2,3,61019,17177,744,616,9999,D,3,0,1,1,0,1,3,0,0,0
035134,2,2,2,1,3,3,1,5,4,6, , , , , , , , , , , , , ,2,3,1,2,1,1,1,1,2,2,5,2,1,3,1,2,2,2,2,2,2,2,1,2,2, ,1,1,1,2, ,2, ,1,1,1,1,1,2,2,1,3, , , , , , , , , , , , ,3,1,1,1,1,1,2,2,4,4, ,1,14, , , , , , ,1, , , , ,3,2,1947,60560,1,2,5,60560,17093,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
035165,3,2,2,2,3,3,2,5,4,6, , , , , , , , , , , , , ,2,1,1,5, ,1,1,1,3,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2, ,2,2,2, ,2, ,3,1,2,2,2,1,3,2,2, , , , , , ,1,3,1,4,2,3, , , , , ,2,3,4,7,4, ,1,13, , , , , ,1, , , , , ,5,5,1955,60012,1,2,8,60014,17111,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
035207,3,2,2,2,4,3,2,2,2,6, , , , , , , , , , , , , ,2,1,2,2,3,2, ,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2, ,2,1,2, ,1, ,1,1,3,3,3,1,2,3,2, , , , , , ,1,4,0,4,3,3, , , , , ,1,2,2,4,1,1, ,9, , , , , , , , , , , ,5,3,1938,61834,1,2,3,61832,17183,834,116,1918,C,3,0,0,0,0,0,0,1,0,1
035290,3,2,2,1,2,3,1,1,4,6, , , , , , , , , , , , , ,1,2,2,2,1,2, ,3,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2, ,2,1,2,4,2,3,2,1,1,1,1,1,1,2,1,1,1,3,1,2,3,3, , , , , , , , , , , ,2,5,3,4,4, ,1,5, , , , , , , , , , , , , ,1985,61565,1,2,5,61523,17143,676,556,3790,B,3,0,0,0,0,0,0,1,0,1
035292,3,2,2,3,5,5,2,5,3,6, , , , , , , , , , , , , ,2,4,4, ,2,1,1,2,2,1,2,4,4,4,1,2,1,3,1,3,3,1,2,2,2, ,2,2,2,7, ,1, ,2,1,3,3,4,1,2,4,1,1,4,4,4,0,0, , , , , , , , , , , ,1,3,3,1,1,1, ,3, ,7, , , , , , , , , ,2,3,1925,62550,1,2,5,62550,17173,834,116,9999,D,3,0,0,0,0,0,0,1,0,1
035303,2,1,2,2,1,3,2,3,2,2, , , , , , ,1,5, , , , , ,2,3,2,4,2,1,1,2,2,2,2,1,1,1,4,3,2,2,2,2,2,2,2,1,1,1, ,2,1,1, ,1, ,1,1,1,1,1,2,3,1,3, , , , , , , , , , , , ,2,1,1,2,1,2,6,2,2,1,1, ,80, , , , , , , , , , , ,5,2,1961,60430,1,2,1,60430,17031,196,140,1698,A,3,1,1,0,0,1,3,0,0,0
035340,1,2,2,2,3,5,3,2,2,6, , , , , , , , , , , , , ,1,3,3, ,2,1,1,2,2,3,2,2,4,3,2,2,2,2,1,1,2,2,2,2,2,2, ,2,2,1, ,1, ,2,2,1,1,2,2,3,1,2, , , , , , ,2, , , , , , , , , , ,2,1,2,3,4, ,1,3, ,7, , , , , , , , , ,2,3,1953,60651,2,3,2,60632,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
035347,2,2,2,3,5,5,2,3,4,2,1,3,4,5, , ,6, , , , , , ,2,4,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,2,1,1,2,1,2,2, ,1,1,2,2, ,2, ,2,2,3,3,4,2,2,3,2, , , , , , ,1,4,0,4,4,0, , , , , ,1,4,4,5,5, ,1,5, , , , , , , , , , , , , ,1947,60123,1,2,4,60123,17089,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
035375,3,2,2,1,2,3,1,4,2,5,2,3,1, , , ,7, , , , , , ,1,3,1,2,1,2, ,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1, ,2,2,1, ,2, ,1,1,2,2,1,2,2,1,2, , , , , , ,1,2,2,3,3,5, , , , , ,1,5,3,4,4, ,1,13, , , , , ,3, , , , , ,5,3,1960,61704,1,2,5,61704,17113,676,556,1406,C,3,1,1,1,0,1,4,0,1,0
035434,2,3,2,1,2,5,2,2,2,2, , , , , , ,6, , , , , , ,1,1,3, ,4,2, ,2,4,2,1,2,5,4,4,5,2,3,3,2,2,3,3,3,3, ,3,3,3,1, ,2, ,3,2,2,2,1,3,3,3,2, , , , , , ,2, , , , , , , , , , ,2,6,6,3,4, ,1,13, , , , , ,8, , , , , ,6,3,1939,60202,1,2,3,60201,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
035454,2,1,2,1,2,3,2,2,2,1,4,5, , , , ,6, , , , , , ,2,3,1,4,2,1,1,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1, ,1,1,1, ,1, ,2,2,2,1,1,2,3,1,3, , , , , , , , , , , , ,1,1,1,2,1,1,5,2,3,4, ,1,5, , , , , , , , , , , , , ,1966,60156,1,2,6,60142,17111,196,140,1698,A,3,1,0,0,1,1,3,0,0,0
035528,2,2,1,1,3,4,2,2,2,2, , , , , , ,1,3, , , , , ,2,1,3, ,4,1,1,3,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2, ,1,2,3,7, ,6, ,2,1,1,3,2,1,2,3,3, , , , , , , , , , , , ,1,1,1,3,1,2,5,3,3,1,1, ,15, , , , , , , , , , , , , ,1958,60561,1,2,4,60515,17043,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
035598,3,2,2,1,2,4,2,2,2,5,2, , , , , ,6, , , , , , ,2,1,2,5, ,1,1,2,1,1,1,2,2,1,1,3,2,2,2,1,2,2,2,1,2, ,1,2,2,1, ,1, ,1,2,2,1,1,2,3,3,2, , , , , , ,1,0,4,2,0,0, , , , , ,2,6,3,1,1,1, ,5, , , , , , , , , , , , , ,1952,60435,1,2,6,60435,17197,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
035642,2,2,2,2,3,3,2,2,4,2,3, , , , , ,6, , , , , , ,2,2,1,3,4,1,1,1,1,1,1,2,2,2,1,2,3,1,1,3,3,2,1,2,1,2, ,1,2,2, ,2, ,1,1,1,4,5,1,3,1,1,1,3,0,3,0,0, , , , , , , , , , , ,1,3,4,4,5, ,2, , , , , , , , , , , ,80, , ,1952,60154,1,2,4,60154,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
035666,3,1,1,1,2,4,1,2,2,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,1,3,1,2,2,2,3,2,1,1,2,2,1,1,2,2,1,1,1,1, ,1,1,1, ,2, ,2,2,2,3,1,1,3,3,2, , , , , , ,1,0,4,4,0,2, , , , , ,1,6,2,2,5, ,2, , , , , , , , , , , ,80, , ,1962,62703,1,2,4,62703,17167,834,116,4410,C,3,0,1,0,0,0,1,0,0,0
035765,3,1,1,1,2,2,2,2,2,5, , , , , , ,2,3, , , , , ,2,3,1,5, ,1,1,3,1,1,3,1,4,1,1,3,2,2,2,2,2,2,2,1,2,1, ,1,2,7, ,6, ,1,1,2,4,2,3,2,3,3, , , , , , , , , , , , ,3,3,1,2,1,1,5,3,5,2,1, ,5, , , , , , , , , , , , , ,1952,60441,1,5,8,60441,17197,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
035767,3,2,2,3,4,4,2,2,4,2,5, , , , , ,6, , , , , , ,2,1,1,1,3,1,1,1,1,2,2,2,4,4,5,2,1,1,1,1,1,1,1,2,2,2, ,1,3,2, ,2, ,1,1,3,2,3,1,1,3,2, , , , , , ,1,3,1,4,3,4, , , , , ,2,2,5,7,5, ,3, , , , , , , , , , , , , , ,1945,62305,1,2,8,62301,17001,712,588,9999,C,3,0,1,0,0,1,2,0,0,0
035855,3,2,2,2,4,4,2,4,4,3, , , , , , ,6, , , , , , ,2,3,1,2,1,1,3,1,1,5,1,2,5,2,1,2,1,1,1,1,2,2,1,2,2,1, ,2,2,5,2,4,2,2,1,3,3,4,3,3,1,3, , , , , , , , , , , , ,1,2,1,1,3,1,5,4,7,1,1, ,2, , , , , , , , , , , ,1,3,1948,62711,1,2,8,62704,17167,834,116,4410,C,3,0,0,1,0,0,1,0,0,0
035903,3,2,2,1,2,3,2,3,3,2, , , , , , ,6, , , , , , ,1,3,1,3,2,1,1,3,3,3,2,2,2,2,3,1,1,1,2,1,1,2,1,1,2, ,1,1,2,2, ,2, ,2,2,2,2,1,1,3,3,1,1,3,0,2,4,0, , , , , , , , , , , ,1,2,4,1,5, ,1,89, , , , , , , , , , , ,3,3,1952,62301,1,2,2,62301,17001,712,588,9999,C,3,0,1,0,0,0,1,0,0,0
035980,3,2,2,2,5,3,2,2,4,6, , , , , , , , , , , , , ,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,2,2,2,3,3,2,2,2,2, ,1,1,2, ,2, ,1,1,4,3,3,2,2,2,3, , , , , , , , , , , , ,1,2,1,1,1,2,3,5,7,5, ,1,2, , , , , , , , , , , ,6,3,1954,61109,1,2,4,61107,17201,744,616,4042,B,3,0,0,0,0,0,0,1,0,1
036087,3,1,2,1,3,4,2,2,2,2, , , , , , ,6, , , , , , ,1,3,3, ,4,1,1,2,2,2,5,1,4,1,1,2,2,2,2,2,1,2,2,2,2, ,2,1,2,1, ,1, ,1,1,1,2,1,1,1,1,2, , , , , , ,1,2,1,3,0,0, , , , , ,2,2,3,3,5, ,3, , , , , , , , , , , , , , ,1957,61953,1,2,1,61953,17041,834,116,9999,D,3,0,1,0,0,0,1,0,0,0
036088,3,2,2,1,3,4,1,2,3,2, , , , , , ,5, , , , , , ,2,3,2,2,1,1,2,1,2,1,1,2,1,2,1,3,2,2,2,1,2,2,1,1,1,1, ,1,1,2, ,2, ,1,1,2,2,2,1,3,3,2, , , , , , ,1,4,2,4,2,4, , , , , ,1,5,4,5,4, ,1,19, , , , , , , ,1, , , ,3,3,1959,61241,1,2,5,61254,17073,246,192,1934,B,3,0,1,0,0,1,2,0,0,0
036148,2,2,2,2,2,5,2,5,4,2, , , , , , ,6, , , , , , ,3,3,1,2,1,1,1,1,1,5,2,1,2,2,1,2,3,1,3,2,2,2,3,2,2, ,2,1,2,7, ,2, ,1,1,1,2,1,1,3,3,3, , , , , , , , , , , , ,1,2,2,3,1,2,3,6,5,4, ,1,5, , , , , , , , , , , , , ,1922,60406,5,2,4,60445,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
036170,2,2,2,1,1,4,5,5,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,2,1,4,1,2,2,1,1,1,1,1,2,1,2,2, ,2,1,2,2, ,2, ,1,1,3,2,4,3,3,1,2, , , , , , ,1,4,0,4,4,4, , , , , ,2,2,5,7,6, ,1,5, , , , , , , , , , , , , ,1938,60131,1,2,8,60131,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
036185,3,2,2,3,3,3,2,2,3,2,3, , , , , ,6, , , , , , ,2,3,2,2,1,1,1,1,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2, ,2,2,1,2, ,2, ,2,2,1,3,2,1,3,3,1,1,2,0,1,1,0, , , , , , , , , , , ,2,2,4,5,1,1, ,3, ,2, , , , , , , , , ,2,3,1943,61739,1,2,3,61739,17105,676,556,9999,D,3,0,1,1,0,0,2,0,0,0
036213,3,2,2,2,4,3,3,2,4,2, , , , , , ,3,5, , , , , ,2,3,1,1,1,1,1,1,1,2,1,2,1,1,4,2,2,1,2,2,1,2,1,2,2, ,1,1,1,2, ,2, ,1,1,3,3,4,1,1,1,1,1,3,0,3,3,1, , , , , , , , , , , ,1,4,5,7,1,1, ,16, , , , , , , , , , , ,1,5,1970,61570,1,2,7,61570,17203,676,556,3790,B,3,0,1,1,0,1,3,0,0,0
036254,2,1,2,2,2,3,2,3,2,6, , , , , , , , , , , , , ,2,3,3, ,2,1,1,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,1,1,1, ,1,1,2,1, ,1, ,2,2,1,1,1,2,3,3,2, , , , , , ,1,3,1,1,3,0, , , , , ,1,6,1,4,5, ,3, , , , , , , , , , , , , , ,1944,60430,1,2,1,60430,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
036270,3,2,2,1,2,4,2,1,4,2,3, , , , , ,6, , , , , , ,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1, ,1,1,1,2, ,2, ,1,1,3,2,2,2,2,3,2, , , , , , ,1,3,0,2,4,4, , , , , ,1,3,4,5,1,1, ,5, , , , , , , , , , , , , ,1943,61611,1,2,4,61611,17179,676,556,3790,B,3,0,1,1,0,0,2,0,0,0
036285,2,1,3,1,2,4,1,3,1,1,2,3, , , , ,5, , , , , , ,1,2,1,4,2,1,1,2,2,2,2,4,1,2,1,3,2,1,2,1,2,2,2,1,1,1, ,1,2,1, ,1, ,2,2,1,2,1,1,3,3,2, , , , , , ,1,0,4,4,0,0, , , , , ,2,3,1,1,4, ,1,13, , , , , ,2, , , , , ,5,2,1946,60525,1,2,5,60558,17031,196,140,1698,A,3,1,1,1,0,1,4,0,0,0
036514,2,2,2,2,4,4,1,1,4,2,5, , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,3,2,2,4,2,3,2,1,1,1,2,2,1,2,2, ,1,1,2,2, ,2, ,2,2,3,2,2,2,3,3,2, , , , , , ,1,4,0,4,4,4, , , , , ,1,5,5,7,3,1, ,31, , , , , , , , , , , ,5,3,1937,60142,1,1,8,60142,17111,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
036572,3,1,3,1,2,3,3,1,1,6, , , , , , , , , , , , , ,3,1,2,5, ,2, ,3,2,2,4,2,4,3,1,3,2,2,3,2,2,2,3,1,2, ,2,2,3,7, ,6, ,1,1,2,2,1,1,2,3,3, , , , , , , , , , , , ,1,1,1,3,1,2,5,2,2,1,1, ,5, , , , , , , , , , , , , ,1975,61546,1,2,4,61546,17125,676,556,9999,D,3,0,0,0,0,0,0,1,0,1
036624,3,3,3,3,3,4,2,2,2,2,3,5, , , , ,6, , , , , , ,2,4,1,4,2,1,2,2,2,4,5,2,1,1,2,1,2,2,2,2,2,2,2,1,2, ,2,2,2,1, ,1, ,2,2,2,1,1,2,2,3,1,1,2,3,3,1,1, , , , , , , , , , , ,1,6,1,1,5, ,3, , , , , , , , , , , , , , ,1946,60051,1,2,2,60050,17111,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
036642,3,2,2,2,3,3,4,2,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,2,1,2,2,1,4,2,3,1,2,1,2,2,1,2,2,2, ,1,1,2, ,2, ,2,2,1,2,4,1,2,2,2, , , , , , ,1,3,0,3,4,5, , , , , ,1,2,6,5,3,1, ,6, , , ,1, , , , , , , ,2,3,1962,61047,1,2,1,61047,17141,744,616,9999,B,3,0,1,0,0,0,1,0,0,0
036732,2,2,2,2,2,3,5,5,4,2,3, , , , , ,6, , , , , , ,2,1,1,1,1,1,3,1,1,3,1,2,4,2,1,2,1,2,2,2,1,2,2,2,2, ,2,1,1,2, ,2, ,1,1,2,3,4,1,2,2,1,1,3,0,3,3,2, , , , , , , , , , , ,1,5,5,5,1,1, ,2, , , , , , , , , , , ,1,3,1976,60487,6,2,4,60452,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
036747,3,2,2,1,3,4,1,5,3,6, , , , , , , , , , , , , ,2,3,1,2,3,1,1,1,1,1,1,1,4,1,4,3,2,1,2,1,2,2,1,1,2, ,1,2,2,2, ,2, ,1,1,2,3,1,1,2,2,2, , , , , , ,1,3,1,3,2,3, , , , , ,1,3,3,5,1,1, ,30, , , , , , , , , ,1, ,5,3,1943,61761,1,2,5,61761,17113,676,556,1406,C,3,0,0,0,0,0,0,1,0,1
036826,2,3,2,1,2,3,2,2,2,2, , , , , , ,6, , , , , , ,1,1,1,5, ,1,1,3,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2, ,2, ,1,1,2,2,2,1,3,3,3, , , , , , , , , , , , ,1,1,1,3,3,1,3,2,3,4, ,1,5, , , , , , , , , , , , , ,1955,60169,1,2,3,60169,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
036900,3,3,2,2,4,2,2,5,5,6, , , , , , , , , , , , , ,2,1,2,5, ,2, ,2,2,3,2,2,2,2,2,4,2,3,1,2,2,1,1,1,2, ,1,3,2,1, ,1, ,1,1,2,1,2,2,3,3,3, , , , , , , , , , , , ,1,1,1,2,1,2,1,2,2,1,1, ,18, , , , , , , , , , , ,2,3,1933,60901,2,5,1,60901,17091,196,140,2810,A,3,0,0,0,0,0,0,1,0,1
036924,3,2,2,2,3,3,1,3,4,2,3,5, , , , ,6, , , , , , ,2,1,1,2,1,1,1,1,1,1,1,2,2,4,1,2,2,3,2,1,2,2,1,2,2, ,2,2,1,2, ,6, ,1,1,2,1,1,1,2,3,3, , , , , , , , , , , , ,1,2,2,1,1,2,3,4,5,4, ,1,3, ,4, , , , , , , , , ,3,3,1943,62441,1,2,2,62441,17023,848,712,9999,D,3,0,1,1,0,1,3,0,0,0
036988,2,1,2,2,3,3,2,2,2,2,3, , , , , ,1,5, , , , , ,1,3,4, ,2,2, ,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2, ,2,2,7, ,6, ,1,1,1,1,2,2,3,1,3, , , , , , , , , , , , ,2,1,1,3,1,2,3,4,2,1,1, ,14, , , , , , ,1, , , , ,5,3,1958,60482,1,2,4,60464,17031,196,140,1698,A,3,1,1,1,0,1,4,0,0,0
036992,3,2,2,2,4,4,2,3,4,6, , , , , , , , , , , , , ,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,2,1, ,1,3,2, ,2, ,1,1,4,3,1,1,3,4,3, , , , , , , , , , , , ,1,1,1,1,3,1,3,5,7,4, ,1,30, , , , , , , , , ,2, ,6,6,1900,62712,1,2,8,62563,17167,834,116,4410,C,3,0,0,0,0,0,0,1,0,1
037015,3,1,2,2,3,4,3,3,2,2, , , , , , ,7, , , , , , ,2,1,2,3,2,1,1,2,2,4,1,1,2,1,3,2,2,2,1,1,2,2,2,2,2,2, ,2,1,1, ,1, ,1,1,3,3,2,2,2,3,2, , , , , , ,1,0,3,3,0,0, , , , , ,2,5,5,8,1,1, ,16, , , , , , , , , , , ,2,1,1955,60585,6,5,4,60586,17197,196,140,1698,A,3,0,1,0,0,0,1,0,1,0
037073,3,2,2,2,3,3,2,2,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,3,1,1,1,2,5,1,2,2,1,2,1,1,2,1,2,2, ,2,1,1,2, ,2, ,1,1,2,2,3,1,2,2,2, , , , , , ,1,4,0,4,4,4, , , , , ,1,2,4,4,4, ,3, , , , , , , , , , , , , , ,1952,61422,1,2,7,61422,17109,712,588,9999,D,3,0,1,0,0,0,1,0,0,0
037093,3,1,2,1,2,4,2,2,2,2,1, , , , , ,6, , , , , , ,2,3,2,5, ,3, ,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1, ,1,1,2,7, ,2, ,1,1,3,1,1,1,3,1,1,1,3,3,2,2,1, , , , , , , , , , , ,1,5,3,4,4, ,1,5, , , , , , , , , , , , , ,1987,60050,1,6,6,60050,17111,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
037209,2,3,2,1,3,3,3,3,3,5, , , , , , ,6, , , , , , ,2,1,2,5, ,2, ,3,3,3,2,1,4,1,1,3,2,2,2,2,2,2,1,1,1, ,2,2,2,7, ,2, ,2,2,2,1,5,2,2,2,1,2, , , , , , , , , , , , , , , , ,2,5,6,4,5, ,3, , , , , , , , , , , , , , ,1945,60540,1,2,8,60565,17043,196,140,1698,A,3,0,0,0,0,1,1,0,0,0
037230,2,2,2,1,2,4,1,2,5,2, , , , , , ,6, , , , , , ,2,3,1,6, ,1,1,3,2,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,2, ,1,3,2,3,3,2, ,1,1,2,1,1,2,3,3,1,1,1,2,3,1,2, , , , , , , , , , , ,1,5,3,3,4, ,1,5, , , , , , , , , , , , , ,1953,60463,1,2,6,60464,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
037237,3,2,2,1,3,4,2,3,3,2, , , , , , ,6, , , , , , ,3,3,1,5, ,1,1,1,2,2,2,2,3,1,1,1,2,1,2,2,2,2,2,1,2, ,2,3,2,7, ,2, ,2,2,3,4,2,2,2,3,1,1,2,2,3,1,3, , , , , , , , , , , ,2,6,4,6,1,1, ,5, , , , , , , , , , , , , ,1953,61614,1,2,8,61614,17143,676,556,3790,B,3,0,1,0,0,0,1,0,0,0
037251,3,2,2,2,5,3,1,3,2,2,5, , , , , ,6, , , , , , ,2,2,1,4,4,1,1,2,1,2,5,2,4,5,3,5,2,3,2,2,2,2,2,2,1, ,1,1,1,3,1,1, ,2,2,1,1,1,2,2,3,1,1,0,3,3,0,4, , , , , , , , , , , ,2,6,1,1,5, ,3, , , , , , , , , , , , , , ,1955,62650,1,2,5,62650,17137,834,116,9999,D,3,0,1,0,0,1,2,0,0,0
037281,2,2,2,3,2,4,1,3,4,1,5, , , , , ,6, , , , , , ,2,3,1,2,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,2,3,3,1,1,2, ,2,1,2,2, ,2, ,1,1,2,1,1,2,3,3,2, , , , , , ,1,3,1,4,3,5, , , , , ,2,6,3,5,5, ,1,13, , , , , ,1, , , , , ,5,3,1978,60067,1,2,7,60067,17031,196,140,1698,A,3,1,0,0,0,1,2,0,0,0
037295,3,2,2,2,2,3,3,2,4,7, , , , , , ,6, , , , , , ,2,3,2,2,3,1,1,1,2,2,2,2,1,3,2,3,2,2,1,2,3,2,1,1,2, ,2,1,2,2, ,6, ,2,2,1,1,5,2,3,3,2, , , , , , ,1,5,5,5,5,5, , , , , ,1,4,5,5,1,1, ,13, , , , , ,1, , , , , ,2,3,1945,61361,1,2,8,61283,17195,246,192,9999,D,3,0,0,0,0,0,0,0,1,1
037324,3,1,2,1,3,4,2,1,1,2, , , , , , ,6, , , , , , ,2,3,1,5, ,2, ,2,2,3,2,1,4,4,1,2,2,2,2,2,2,2,1,2,2,1, ,2,1,7, ,6, ,1,1,2,1,1,1,2,1,3, , , , , , , , , , , , ,1,1,1,1,1,2,5,2,2,5, ,1,5, , , , , , , , , , , , , ,1969,61610,1,2,3,61611,17179,676,556,3790,B,3,0,1,0,0,0,1,0,0,0
037360,2,2,2,2,1,3,2,2,2,2, , , , , , ,6, , , , , , ,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1, ,1,2,2,1, ,1, ,1,1,2,2,2,3,3,3,1,1,3,3,0,3,3, , , , , , , , , , , ,2,6,3,4,4, ,1,5, , , , , , , , , , , , , ,1943,60010,1,2,7,60010,17097,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
037361,3,2,2,1,3,4,1,5,4,6, , , , , , , , , , , , , ,2,1,2,2,3,1,1,3,3,1,1,1,5,1,1,1,2,2,2,2,2,2,2,1,1,1, ,1,2,3,4,4,4,1,1,3,3,2,1,3,3,2, , , , , , ,1,0,0,2,2,3, , , , , ,1,4,3,4,4, ,1,16, , , , , , , , , , , ,2,3,1951,61350,6,2,3,61350,17099,196,140,9999,C,3,0,0,0,0,0,0,1,0,1
037399,3,2,2,2,5,4,5,2,4,6, , , , , , , , , , , , , ,3,1,2,4,3,4, ,3,2,2,1,4,4,4,4,3,2,2,3,2,2,2,2,2,2,2, ,2,2,6, ,6, ,3,3,2,1,1,3,3,4,1,1,0,4,0,0,4, , , , , , , , , , , ,2,3,5,8,5, ,1,80, , , , , , , , , , , ,2,3,1930,62440,1,7,8,62468,17035,848,116,9999,D,3,0,0,0,0,0,0,1,0,1
