id,date,int_lang,area,type,cell,safe,youngest,reg,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_ussen_dur,prim16_party,prim16_pres_dem,prim16_pres_dem_other,prim16_sen_dem,prim16_sen_dem_other,prim16_pres_rep,prim16_pres_rep_other,prim16_sen_rep,prim16_sen_rep_other,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_services,gamble_exp,tax_ret_inc,tax_ret_50K,tax_ret_supp,tax_inc_temp,tax_inc_mil,tax_inc_grad,tax_gas,redist_neutral,redist_commis,cf_judge,cf_judge_pub,term_lim,right2work,budg_affect,budg_imp1,budg_imp2,budge_imp3,budg_imp4,budg_imp5,budg_imp6,budg_imp7,budg_imp_other,budg_child,budg_citycuts,budg_he,budg_infradec,budg_jobloss,budg_locecon,budg_realest,budg_socserv,budg_other,abort_leg,lg_rights,med_mari,mari_rec,vet_courts,miss_diabet,miss_depress,miss_heart,miss_anxiety,education,ideo_leans,ideology,party_leans,party_aff1,employ_time,employ_type,retired_type,union,relig_att_often,relig_type,religion,born_again,vet,vet_fam,zip,age_cat,birth_yr,rac_eth1,rac_eth_other,hhinc1,Generation,hhinc,party_aff,rac_eth,raunerapp
040977,20160219,1,1,1, , ,1,1,2,1,2,2,4,5,4,4,1,1, ,5, , , , , ,2,2,2,2,2,3,2,3,2,1,2,1,1,2,1,1,2,1,2,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, , ,1,5,1,1,2,1,1,1, ,1,4, ,1,2,5,2,60616,4,1980,1, ,7,3,4,1,1,2
046195,20160219,1,1,1, , ,1,1,2,1,1,1,2,5,2,1,1,1, ,5, , , , , ,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,3,1,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,1,2,1, ,1,3, ,3,2,1,1,1,2,3, ,2,1,1, ,1,5,1,60616,14,0,2, ,1,0,1,1,2,2
047470,20160219,1,1,1, , ,1,1,1,1,3,1,2,3,3,3,1,4, ,5, , , , , ,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,4,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2, ,2,3,2,1,2,1,1,1, ,2,5, ,3, ,5,1,60616,7,1964,4, ,5,2,2,1,3,3
051366,20160218,1,1,1, , ,1,1,2,1,2,2,4,5,5,2,1,1, ,3, , , , , ,3,2,2,2,1,2,2,2,1,1,1, ,1,2,1,1,2,2,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3, ,1, ,5,1,1,3,1,2,4, ,2,3,1, ,2,5,1,60616,9,1953,2, ,4,2,2,1,2,2
059579,20160220,1,1,1, , ,1,1,1,1,2,1,3,2,3,2,1,1, ,5, , , , , ,5,2,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,5,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, , ,5,5,3,2,3,1,3, ,1,2,4, ,1,2,5,2,60616,11,1946,7, ,5,1,2,1,7,1
071601,20160220,1,1,1, , ,1,1,2,2,2,2,4,2,2,5,2, , , , ,6, ,1, ,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,2,4,2,1,2, ,1, ,5,3,2,5,3,1,1, ,2,2,1, ,2,5,1,60616,9,1954,5, ,5,2,2,3,3,1
003508,20160215,1,2,2,1,1, ,1,2,1,2,1,3,1,5,5,3, , , , , , , , ,5,1,1,1,1,1,1,1,1,3,1, ,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,4,1,1,2, ,3,4, ,1,5,9,1,1,4, , ,2,3,1, ,2,5,1,60615,11,1945,2, ,1,1,1,1,2,1
003516,20160215,1,2,2,1,1, ,1,2,2,2,2,3,5,4,4,1,1, ,5, , , , , ,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,3,2,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,4,1,1,1, ,1, ,5,2,1,1,1,1,2, ,1,1,1, ,1,5,1,60615,4,1977,2, ,2,3,1,1,2,2
007827,20160216,1,1,2,1,1, ,1,2,1,2,3,2,5,2,3,2, , , , ,6, ,1, ,3,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,4,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1, , ,1,6,4,3,6,3,3, ,4,2,5, ,9, ,5,1,60615,7,1962,7, ,7,2,4,3,7,2
013817,20160218,1,1,2,1,1, ,1,2,1,1,1,3,2,9,1,4, , , , , , , , ,3,2,3,2,1,3,2,3,2,1,3, ,3,2,1,1,1,4,1,1,5,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,3,3, ,1,1, ,6,6,9,4,2,3, ,2,2,4, ,9, ,5,1,60615,11,1945,2, ,1,1,1,2,2,1
017291,20160217,1,1,1, , ,1,1,2,3,3,2,2,2,2,2,1,2, ,5, , , , , ,2,1,2,2,1,1,1,1,1,2,1, ,1,2,2,1,2,4,1,4,3,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,1,1,2,2,1, , ,1,6,2,1,1,1,1,2, ,2,5, ,3, ,5,2,60615,2,1988,1, ,1,4,1,1,1,1
032300,20160219,1,2,1, , ,1,1,2,2,2,2,3,4,4,4,1,2, ,5, , , , , ,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,3,1,1,1,5,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2, ,2, ,4,2,1,3,1,2,2, ,2,1,1, ,2,5,2,60615,7,1963,1, ,5,2,2,1,1,2
042150,20160218,1,1,1, , ,1,1,2,2,2,2,2,5,4,1,1,1, ,1, , , , , ,3,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,5, ,2, ,5,4,3,3,1,3, ,3,2,3,1, ,2,5,1,60615,14,0,2, ,3,0,1,1,2,2
052082,20160215,1,1,2,1,1, ,1,1,1,2,2,2,5,4,1,1,1, ,1, , , , , ,3,2,2,2,2,2,2,2,2,1,1, ,1,1,1,1,1,1,1,2,1,2,4,1,9, , , , , , ,I am a state employee.,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1, ,1, ,6,2,1,1,1,1,3, ,1,5, ,2, ,5,2,60614,9,1956,1, ,5,2,2,1,1,2
022347,20160217,1,2,1, , ,1,1,2,2,2,2,3,5,4,4,2, , , , ,8, ,4, ,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,4,1,6,1,1,9, , , , , ,"Education, taxes",1,0,0,0,0,0,0,0,1,1,2,5,2,1,1, ,1, ,5,6,9,8,8,2,5, ,2,3,1, ,2,5,2,60614,7,1966,4, ,9,3,9,9,3,2
005706,20160215,1,1,1, , ,1,1,1,2,2,2,2,5,3,3,4, , , , , , , , ,5,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,5,3,4,4,2,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,4,5,3,1, ,5, ,5,2,6,9,9,9,5, , ,1,6, ,9, ,5,2,60614,14,0,7, ,9,0,9,9,7,2
015420,20160218,1,1,2,1,1, ,1,1,2,2,2,1,1,2,4,2, , , , ,4, ,1, ,3,2,1,2,1,2,2,1,1,1,1, ,1,2,2,1,2,1,1,3,2,1,1,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1, ,1, ,6,3,2,4,2,1,4, ,2,4, ,2, ,5,1,60614,8,1961,1, ,7,2,4,2,1,1
039473,20160218,1,2,1, , ,1,1,2,2,2,2,3,1,2,4,2, , , , ,1, ,4, ,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,1,4,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,2,2, ,3,5, ,6,4,3,5,3,4, , ,2,1,1, ,2,5,1,60614,6,1970,1, ,7,3,4,3,1,1
043691,20160217,1,1,1, , ,1,1,2,1,1,1,3,2,3,2,1,4, ,1, , , , , ,4,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,5,3,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,2, ,2,2, ,6,2,1,3,1,3, ,1,2,4, ,3, ,5,2,60614,12,1941,3, ,4,1,2,1,3,1
048431,20160219,1,2,1, , ,1,1,2,2,2,2,3,2,9,9,2, , , , ,5, ,1, ,2,2,1,1,1,3,2,1,2,3,2,2,2,2,2,2,2,2,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,3,3, ,1, ,2,6,4,3,5,3,2,1, ,2,5, ,3, ,5,2,60614,9,1955,1, ,5,2,2,3,1,1
051744,20160220,1,1,1, , ,1,1,1,2,2,2,2,1,1,5,1,4, ,5, , , , , ,3,3,1,2,1,3,2,1,1,1,2,2,2,2,1,2,1,4,1,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1, ,2,1, ,5,4,3,5,3,1,4, ,2,1,1, ,2,5,2,60614,10,1947,1, ,7,2,4,3,1,1
001267,20160214,1,2,2,1,1, ,1,2,1,1,1,3,2,2,1,1,2, ,1, , , , , ,4,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,4, ,1,2,2,1,1,1,4, , ,2,4, ,1,2,5,2,60613,1,1997,1, ,7,4,4,1,1,1
002230,20160214,1,2,2,1,1, ,1,1,2,1,1,2,1,1,2,2, , , , ,1, ,1, ,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, ,1, ,6,3,2,7,3,1,1, ,2,3,2, , ,5,2,60613,1,1992,2, ,4,4,2,3,2,1
002712,20160215,1,2,2,1,1, ,1,2,2,2,2,2,9,9,9,1,4, ,5, , , , , ,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2,1, ,5,3,2,3,1,1,1, ,2,4, ,2, ,5,2,60613,3,1982,1, ,4,3,2,1,1,3
004872,20160215,1,1,2,1,1, ,1,1,2,3,1,3,2,2,9,1,2, ,5, , , , , ,2,2,2,2,2,2,2,3,1,1,3, ,3,2,1,1,1,2,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1, ,1,5,2,1,2,1,1,1, ,2,5, ,3, ,5,2,60613,3,1985,1, ,3,4,1,1,1,1
020258,20160217,1,2,2,1,1, ,1,2,1,2,2,2,5,2,2,2, , , , ,4, ,1, ,2,2,1,2,2,3,2,1,2,1,2,2,2,2,2,3,2,5,3,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5, , ,1,5,2,1,2,1,1,1, ,2,6, ,9, ,5,1,60613,9,1953,1, ,6,2,3,1,1,2
037094,20160217,1,1,1, , ,1,1,1,2,2,2,3,2,2,5,2, , , , ,8, ,1, ,3,2,2,2,2,2,2,3,2,1,2,3,2,1,1,1,2,1,1,1,1,1,5,1,9, , , , , , ,"Had to call the police, took about 45 minutes. which was pointless. Not enough people far west peopl",0,0,0,0,0,0,0,0,1,4,1,1,1,2,1, , ,1,3,3,2,4,2,2,4, ,2,4, ,1,2,5,2,60612,9,1952,1, ,1,2,1,2,1,1
000374,20160214,1,3,2,1,1, ,1,1,2,2,2,2,5,4,2,1,2, ,1, , , , , ,3,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,3,1,1,3,1,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1, ,2,6,2,1,4,2,2,2, ,2,5, ,3, ,5,1,60612,4,1979,5, ,1,3,1,2,3,2
013322,20160216,1,1,2,1,1, ,1,2,1,2,2,5,5,1,1,1,1, ,1, , , , , ,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,4,1,1,2,1,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,1,1, ,1, ,1,4,2,1,1,1,1,2, ,2,3,1, ,1,5,1,60612,9,1956,2, ,2,2,1,1,2,2
044030,20160217,1,1,1, , ,1,1,1,2,2,1,3,2,2,2,1,1, ,1, , , , , ,2,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,2,1,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,1,1,2, ,1, ,2,1,1,1,1,4, , ,2,3,2, , ,5,2,60612,5,1976,2, ,1,3,1,1,2,1
052055,20160219,1,1,1, , ,1,1,2,2,2,2,3,5,2,2,1,2, ,1, , , , , ,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2, , ,2,6,1,1,1,1,1,1, ,2,5, ,3, ,5,2,60612,5,1974,1, ,7,3,4,1,1,2
054494,20160218,1,1,1, , ,1,1,1,2,2,2,5,5,2,2,1,1, ,1, , , , , ,3,1,1,2,2,1,1,1,2,1,1, ,1,1,1,1,2,5,3,5,5,3,5,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, , ,1,1,3,2,1,1,4, , ,2,2,1, ,2,5,2,60612,8,1958,2, ,1,2,1,1,2,2
059783,20160220,1,1,1, , ,1,1,2,2,2,2,5,5,9,1,1,1, ,1, , , , , ,5,1,1,2,3,2,1,2,3,3,1, ,1,1,3,1,2,5,3,1,4,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,1,1, ,2,6,9,1,1,3, ,5,2,1,1, ,2,5,1,60612,12,1939,2, ,1,1,1,1,2,2
024414,20160218,1,1,1, , ,1,1,2,1,2,2,1,5,4,1,1,2, ,1, , , , , ,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,9, , , , , , ,Teacher strike,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1, ,1, ,5,1,1,1,1,1,1, ,2,5, ,2, ,5,2,60611,9,1955,1, ,6,2,3,1,1,2
000551,20160214,1,1,1, , ,1,1,1,2,2,2,1,4,4,2,1,4, ,5, , , , , ,3,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,3, ,1,1, ,5,3,2,3,1,3, ,4,2,1,1, ,2,2,2,60611,12,1939,2, ,7,1,4,1,2,2
001444,20160215,1,1,1, , ,1,1,2,1,2,1,1,5,5,1,1,1, ,5, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,1,2,4,1,3,8, , , , , , ,0,0,1,0,0,0,0,1,0,3,1,1,1,1, ,1,1, ,3,1,1,3,1,2,4, ,1,5, ,2, ,5,1,60611,13,1932,1, ,6,1,3,1,1,2
002179,20160215,1,1,1, , ,1,1,2,2,2,2,2,5,4,1,1,1, ,1, , , , , ,3,2,2,2,2,2,2,1,1,2,1, ,1,1,1,1,1,1,1,2,2,1,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,2,2, ,1,1, ,6,3,2,1,1,1,1, ,2,4, ,1,2,5,1,60611,6,1971,1, ,7,3,4,1,1,2
004706,20160215,1,1,1, , ,1,1,1,2,2,2,1,1,2,5,2, , , , ,5, ,1, ,2,2,2,1,1,2,2,1,1,2,1, ,1,2,2,2,2,1,1,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,2, ,2,5,4,3,5,3,1,1, ,2,3,1, ,1,5,2,60611,5,1976,1, ,9,3,9,3,1,1
004972,20160215,1,1,1, , ,1,1,2,1,2,2,2,4,9,9,1,1, ,5, , , , , ,3,2,2,2,2,2,2,1,2,2,2,3,2,1,1,1,2,3,2,1,5,1,6,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,1,5,2,1, ,1,1, ,5,1,1,3,1,1,1, ,2,2,1, ,2,5,2,60611,8,1961,1, ,8,2,9,1,1,2
005385,20160215,1,1,2,1,1, ,1,1,2,2,2,2,2,4,1,1,1, ,1, , , , , ,3,2,1,2,2,2,2,1,2,1,1, ,1,1,1,1,1,1,1,2,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2, , ,2,6,2,1,2,1,3, ,3,2,5, ,3, ,5,1,60611,13,1933,1, ,7,1,4,1,1,1
005794,20160215,1,1,1, , ,1,1,1,2,2,2,4,1,1,5,1,2, ,3, , , , , ,2,2,2,2,2,2,2,2,2,2,1, ,1,2,2,2,1,1,1,1,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1, ,1, ,6,3,2,4,2,1,4, ,2,2,1, ,1,5,2,60611,9,1954,7, ,6,2,3,2,7,1
008755,20160218,1,1,2,1,1, ,1,1,1,2,2,2,5,5,1,1,1, ,1, , , , , ,1,2,2,2,2,2,2,2,1,2,1, ,1,1,1,1,1,1,1,4,1,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1,1, ,5,1,1,1,1,3, ,1,2,4, ,2, ,2,1,60611,13,1928,1, ,7,1,4,1,1,2
010471,20160219,1,1,1, , ,1,1,2,2,2,3,2,5,2,2,1,4, ,5, , , , , ,3,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,3,1,1,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1, ,1, ,6,2,1,3,1,1,4, ,2,4, ,2, ,5,2,60611,8,1958,1, ,2,2,1,1,1,2
012588,20160218,1,1,2,1,1, ,1,1,2,2,1,2,5,2,4,1,1, ,5, , , , , ,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2, ,2,2,2,1,1,1,1,1, ,1,3,1, ,2,5,1,60611,7,1963,1, ,7,2,4,1,1,2
015153,20160217,1,1,1, , ,1,1,2,1,2,1,1,2,3,1,1,1, ,1, , , , , ,3,2,2,2,1,2,2,1,3,2,1, ,1,1,1,1,1,1,1,1,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1, , ,1,6,2,1,1,1,3, ,2,2,4, ,1,2,5,1,60611,13,1930,1, ,7,1,4,1,1,1
018405,20160218,1,1,2,1,1, ,1,1,2,2,2,3,2,2,2,2, , , , ,6, ,4, ,2,2,2,2,2,3,2,3,1,1,2,2,2,2,2,1,1,1,2,5,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1, , ,4,3,4,3,6,3,1,4, ,2,5, ,3, ,5,2,60611,6,1971,1, ,7,3,4,3,1,1
020895,20160217,1,1,1, , ,1,1,2,2,2,1,1,5,1,2,1,2, ,5, , , , , ,3,2,2,3,3,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,1,2,1, ,1,1, ,6,2,1,1,1,3, ,4,2,4, ,1,2,5,1,60611,10,1951,1, ,7,2,4,1,1,2
021104,20160217,1,1,1, , ,1,1,2,1,2,2,2,1,9,4,2, , , , ,4, ,4, ,3,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,4,1,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,1, ,2,1, ,3,3,2,5,3,2,4, ,2,4, ,2, ,5,1,60611,11,1943,1, ,7,1,4,3,1,1
021609,20160218,1,1,1, , ,1,1,2,2,2,2,1,5,3,2,1,2, ,1, , , , , ,3,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,1, ,6,1,1,3,1,3, ,3,2,5, ,3, ,5,1,60611,12,1941,1, ,6,1,3,1,1,2
023930,20160217,1,1,1, , ,1,1,1,1,2,1,2,2,4,2,4, , , , , , , , ,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1, , ,1,6,2,1,4,2,3, ,1,2,5, ,2, ,5,2,60611,13,1934,7, ,9,1,9,2,7,1
027013,20160218,1,1,1, , ,1,1,2,3,2,2,2,5,1,9,4, , , , , , , , ,3,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,3,2,1,4,2,4,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,1,1,3,5, , ,5,6,2,1,4,2,3, ,3,2,5, ,3, ,5,1,60611,14,0,7, ,9,0,9,2,7,2
029790,20160218,1,1,1, , ,1,1,2,2,3,2,2,5,2,9,2, , , , ,8, ,4, ,3,1,2,3,1,2,2,2,1,1,1, ,1,1,1,1,3,5,3,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1, ,1, ,3,2,1,7,3,3, ,5,2,3,1, ,2,5,2,60611,10,1949,1, ,3,2,1,3,1,2
030812,20160214,1,1,2,1,1, ,1,1,1,2,1,1,5,2,1,1,2, ,2, , , , , ,2,1,1,1,2,1,1,1,2,2,2,2,2,3,1,1,1,5,3,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,2, ,2,2, ,6,2,1,2,1,3, ,2,2,4, ,1,4,5,2,60611,11,1946,1, ,4,1,2,1,1,2
040774,20160218,1,1,1, , ,1,1,1,1,1,1,1,9,9,2,1,2, ,5, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,3,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2, ,2, ,5,4,3,3,1,4, , ,2,4, ,3, ,5,2,60611,2,1989,1, ,7,4,4,1,1,3
044808,20160217,1,1,1, , ,1,1,2,2,2,2,3,2,3,2,1,4, ,5, , , , , ,2,2,2,2,1,2,2,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,1, ,1, ,1,6,1,1,1,1,1,1, ,2,5, ,1,2,5,1,60611,9,1952,1, ,4,2,2,1,1,1
053272,20160218,1,1,1, , ,1,1,1,1,3,1,2,2,9,2,1,2, ,5, , , , , ,3,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1, ,1,6,1,1,1,1,1,1, ,2,3,1, ,2,5,1,60611,2,1990,1, ,3,4,1,1,1,1
054447,20160220,1,1,1, , ,1,1,2,2,2,2,2,5,9,2,1,1, ,1, , , , , ,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,4,4,1,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1, ,1, ,6,2,1,1,1,1,4, ,2,4, ,2, ,5,2,60611,14,0,1, ,5,0,2,1,1,2
055945,20160219,1,1,1, , ,1,1,1,2,1,3,2,4,2,9,1,1, ,5, , , , , ,1,2,2,2,1,2,2,2,1,1,2,3,2,1,1,1,1,2,1,3,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, , ,3,6,3,2,2,1,3, ,3,1,2,2, , ,2,2,60611,13,1935,1, ,5,1,2,1,1,2
063088,20160220,1,1,1, , ,1,1,2,2,2,2,2,5,4,1,1,1, ,5, , , , , ,3,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1, ,1, ,6,2,1,1,1,3, ,4,2,4, ,1,2,5,2,60611,11,1943,1, ,3,1,1,1,1,2
063645,20160220,1,1,1, , ,1,1,2,1,2,2,1,5,5,1,1,1, ,1, , , , , ,3,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,4,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,3,2,1, ,2, ,1,6,1,1,3,1,3, ,3,1,1,1, ,1,5,1,60611,13,1932,2, ,6,1,3,1,2,2
068416,20160220,1,1,1, , ,1,1,2,2,2,2,2,5,2,2,2, , , , ,6, ,1, ,2,2,2,1,2,3,2,1,2,1,2,2,2,2,1,1,2,3,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,2, ,1,1, ,6,4,3,4,2,2,1, ,1,3,2, , ,5,2,60611,12,1941,1, ,5,1,2,2,1,2
013680,20160218,1,1,2,1,1, ,1,2,2,1,2,3,2,2,2,1,1, ,3, , , , , ,3,2,1,2,1,2,2,1,1,2,1, ,1,2,1,1,2,2,2,4,3,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1, ,1,6,1,1,1,1,2,1, ,2,4, ,3, ,5,2,60610,3,1985,1, ,4,4,2,1,1,1
018924,20160218,1,1,1, , ,1,1,1,2,2,2,2,1,2,5,1,4, ,2, , , , , ,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,2,1, ,1, ,1,3,4,3,5,3,1,4, ,2,4, ,1,2,2,2,60610,13,1936,1, ,7,1,4,3,1,1
024355,20160219,1,1,1, , ,1,1,2,3,2,2,2,4,4,5,2, , , , ,4, ,4, ,2,2,2,2,2,1,2,1,1,1,1, ,1,2,1,1,1,2,3,1,5,1,4,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1, ,1, ,6,3,2,3,1,2,2, ,2,5, ,2, ,5,2,60610,14,0,1, ,9,0,9,1,1,2
028451,20160219,1,1,1, , ,1,1,2,1,1,1,2,9,9,9,1,1, ,5, , , , , ,3,2,2,2,2,1,2,1,2,1,1, ,1,2,1,1,2,2,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,6,2,1,3,1,1,4, ,2,4, ,2, ,5,2,60610,5,1975,1, ,3,3,1,1,1,3
041853,20160219,1,1,1, , ,1,1,1,1,2,2,1,1,4,1,1,1, ,5, , , , , ,3,2,2,1,2,2,2,1,2,2,1, ,1,1,2,2,1,2,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2, ,2, ,6,2,1,3,1,3, ,4,2,5, ,3, ,5,2,60610,10,1947,1, ,7,2,4,1,1,1
041894,20160217,1,1,1, , ,1,1,1,2,1,2,3,2,5,5,2, , , , ,3, ,4, ,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,3,2,2,5, ,5, ,6,5,9,5,3,1,5, ,2,4, ,1,2,5,1,60610,6,1967,1, ,7,3,4,3,1,1
