id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,tax_inc_mil,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il,tax_inc_temp,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_rights,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,party_aff1,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth1,rec_eth_other,neighborhood1,neighborhood,hhinc1,male,female,Generation,hhinc,party_aff,rac_eth
047319,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,2,3,3,2,2,1,4,2,1,1,1,9,9, ,1,1,1,2,2,2,2,1,3,2,3,2,3,2,3,2,2,3,2,2,2,2,6,5,3,5,3,1,4, ,2,1, ,1,5,2,60030,8,1957,1, ,5,5,6,1,0,2,3,3,1
047832,3,2,1,1, ,1,1,2,2,1,2,1,3,2,2,9,9, ,9,9, ,9,9, ,2,3,3,1,1,4,2,4,2,8,5,4,4,4, ,2,2,8,9,9,2,2,1,2,1,2,1,2,1,2,1,9,4,3,3,1,1,5,2,1,4,2,3, ,9,4, ,3,3, , ,61534,12,1936,1, ,5,5,1,1,0,1,1,2,1
048310,3,2,1,1, ,1,2,1,1,2,4,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,1,9,3,3,2,4,5,3,3,3,2, ,2,2,2,3,1,1,1,2,1,2,1,9,9,2,1,2,1,1,2,3,1,5,2,1,1,1,1,2, ,5, ,3,3, , ,61610,3,1984,1, ,5,5,2,0,1,4,1,1,1
048717,3,2,1,1, ,1,2,2,2,1,3,1,1,1,8,4,2, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1, ,1,8,1,9,2,2,2,1,1,1,1,9,9,1,1,1,1,1,2,1,1,3,3,2,1,1,4, , ,1,2, ,2, , ,60436,14,0,1, ,6,6,2,0,1,0,1,1,1
049278,3,2,1,1, ,1,1,1,2,1,3,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,2,4,1,1,1,2,3,4,5,1,1,3,1, ,1,1,1,1,3,2,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,5,3,2,2,1,1,1, ,4, ,1,1,5,2,61081,5,1971,1, ,5,5,5,1,0,3,2,1,1
049049,2,2,1,1, ,1,1,2,2,2,2,1,1,1,8,4,2, ,1,1, ,2,1, ,2,1,2,4,2,3,1,2,2,2,3,1,1,1, ,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,2,2,5,3,7,3,1,1, ,4, ,1,1,5,2,60629,5,1974,1, ,3,3,2,1,0,3,1,3,1
048816,2,2,1,1, ,1,1,2,2,1,3,1,2,2,1,2,1, ,1,1, ,1,1, ,4,1,4,4,2,1,1,1,1,1,2,1,3,3, ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,5,5,3,1,1,1,1, ,1,1, ,1,2,1,60148,4,1977,1, ,1,1,6,1,0,3,3,1,1
047168,2,2,1,1, ,1,1,2,1,1,3,1,1,1,1,1,1, ,3,2, ,3,2, ,4,1,1,1,1,4,2,1,1,4,5,1,1,1,2, ,2,2,1,1,2,2,1,2,1,3,2,5,3,4,3,2,1,1,3,3,1,2,3,2,2,1,1,1, ,4, ,1,1,5,2,60560,8,1955,1, ,5,5,5,1,0,2,2,1,1
040562,1,2,1,1, ,1,1,2,2,2,5,1,3,2,2,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,1,1,2,4,5,1,1,1,2, ,2,2,9,2,2,2,1,5,2,5,2,5,3,5,3,2,4,1,2,1,1,5,2,1,1,1,4, , ,4, ,1,1,5,2,60636,9,1952,2, ,6,6,3,1,0,2,1,1,2
049294,2,1, , ,1,1,1,2,2,2,5,1,1,1,1,4,2, ,1,1, ,1,1, ,2,1,3,4,2,3,2,3,3,2,2,4,1,1, ,1,1,1,2,2,2,2,2,1,1,2,1,5,3,1,1,1,3,3,3,2,1,3,5,3,7,3,3, ,1,2,1, ,1,5,2,60123,10,1947,1, ,5,5,4,1,0,2,2,3,1
048197,3,1, , ,1,1,1,2,2,3,3,1,1,1,8,4,2, ,1,1, ,1,1, ,2,4,4,4,1,3,2,4,3,8,2,3,3,2,1, ,1,1,2,4,3,2,2,4,2,5,2,4,3,3,2,2,3,3,3,3,1,2,4,3,7,3,3, ,1,1,1, ,1,2,1,60970,13,1930,1, ,4,4,1,1,0,1,1,3,1
049006,3,1, , ,1,1,1,1,1,2,3,1,1,1,8,1,1, ,3,2, ,3,2, ,3,3,1,1,1,1,1,1,1,4,5,2,4,4, ,9,9,9,1,1,3,1,1,3,2,3,2,1,1,1,1,2,1,4,1,1,1,2,2,1,1,1,3, ,9,5, ,1,1,5,2,62817,14,0,1, ,5,5,4,1,0,0,2,1,1
047232,3,1, , ,1,1,2,1,1,1,1,1,2,2,8,9,9, ,3,2, ,3,2, ,2,9,2,9,3,2,3,9,3,8,9,9,9,9,2, ,2,2,9,2,4,3,1,2,1,1,1,9,9,2,1,2,4,4,3,3,2,2,3,2,4,2,4, , ,5, ,9,9, , ,99999,14,0,7, ,9,9,9,0,1,0,9,2,7
048150,3,1, , ,1,1,1,2,2,1,2,2,1,2,2,1,1, ,3,2, ,4,2, ,2,2,2,9,1,2,1,2,3,8,5,1,1,1, ,2,2,8,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,6,3,2,3,1,1,2, ,4, ,2,2, , ,60410,7,1962,1, ,5,5,6,1,0,2,3,1,1
046861,3,2,1,1, ,1,1,1,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,1,1,4,5,1,2,2,2, ,2,2,1,1,1,1,1,2,1,9,9,2,1,1,1,2,1,1,2,3,1,5,1,1,1,1,3, ,1,5, ,3,3, , ,61614,10,1945,1, ,5,5,5,1,0,1,2,1,1
047429,3,2,1,1, ,1,2,2,2,3,5,1,1,1,8,4,2, ,1,1, ,1,1, ,9,9,4,4,2,9,2,2,9,2,1,2,2,1,1, ,1,8,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,9,1,4,5,3,7,3,2,1, ,3,1, ,1,5,2,62249,8,1955,1, ,5,5,3,0,1,2,1,3,1
048562,3,2,1,1, ,1,2,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,4,4,4,2,3,2,4,2,1,3,1,2,2, ,1,1,1,2,2,2,2,2,2,1,2,1,4,3,1,1,9,2,2,3,3,1,5,4,3,5,3,1,1, ,4, ,1,1,5,2,62711,9,1954,1, ,4,4,7,0,1,2,4,3,1
047514,1,1, , ,1,1,2,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,1,3,1,1,2,3,1,1,4,3,4,4,3,3,2, ,2,1,1,1,4,2,2,1,1,9,9,4,3,2,1,1,1,1,1,3,1,2,2,1,1,1,3, ,3,4, ,2,2, , ,60616,8,1957,2, ,6,6,2,0,1,2,1,1,2
048592,2,1, , ,1,1,2,3,3,1,3,1,1,1,8,9,9, ,9,9, ,9,9, ,9,9,2,9,3,2,3,3,9,8,9,2,1,2, ,9,9,2,9,9,4,3,9,1,1,1,1,2,1,1,1,9,3,4,3,3,1,2,4,3,9,9,3, ,4,1,1, ,1,5,2,99999,12,1936,1, ,6,6,9,0,1,1,9,9,1
048044,3,1, , ,1,1,2,2,2,1,2,2,1,2,2,1,1, ,3,2, ,3,2, ,3,2,2,2,1,2,1,2,3,8,5,3,1,2,2, ,2,2,1,2,4,2,2,2,1,1,1,3,2,2,1,2,3,3,2,2,2,5,4,3,1,1,2,3, ,1,1, ,1,5,2,62571,7,1964,1, ,5,5,2,0,1,2,1,1,1
046864,2,1, , ,1,1,1,1,1,1,3,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,1,2,2,8,4,1,1,2, ,2,2,2,1,2,3,1,1,3,2,2,1,5,3,2,1,1,1,1,3,3,1,5,2,1,4,2,3, ,3,5, ,3,3, , ,60120,10,1948,2, ,5,5,3,1,0,2,1,2,2
048109,1,2,1,1, ,1,2,3,3,3,3,2,2,2,8,9,9, ,9,9, ,9,9, ,2,2,2,3,3,2,3,2,2,3,4,9,9,3, ,2,2,8,1,9,3,3,1,9,9,9,9,9,9,9,9,9,3,2,3,3,4,4,3,2,9,9,4, , ,1,1, ,1,1,1,60614,3,1983,1, ,5,5,4,0,1,3,2,9,1
048459,2,1, , ,1,1,2,2,2,1,2,1,1,1,2,4,2, ,1,1, ,1,1, ,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2, ,2,2,1,2,2,2,1,2,1,9,9,9,9,1,1,2,3,2,2,3,1,5,4,3,7,3,3, ,9,1,1, ,1,5,2,60561,10,1948,1, ,5,5,6,0,1,2,3,3,1
047555,2,2,1,1, ,1,2,2,2,2,2,1,1,1,2,9,9, ,3,2, ,3,2, ,2,2,2,9,3,2,1,2,2,2,1,2,2,2,2, ,2,2,1,2,4,2,1,3,2,2,1,2,1,2,1,2,2,3,1,1,1,4,2,1,3,1,1,1, ,1,1, ,1,3,1,60402,7,1964,1, ,3,3,6,0,1,2,3,1,1
048976,2,2,1,1, ,1,1,2,2,2,2,2,2,2,8,1,1, ,4,2, ,3,2, ,2,2,2,2,1,2,3,2,2,8,9,2,2,3,9, ,9,2,9,2,2,2,1,3,2,3,2,5,3,2,1,2,4,1,3,1,1,5,3,2,3,1,1,4, ,3,1, ,1,5,2,60615,5,1971,2, ,6,6,4,1,0,3,2,1,2
044599,2,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,2,1,2,2,1,2,2,4,5,3,3,3, ,2,2,8,2,9,2,1,9,2,1,2,1,2,1,2,1,9,1,1,3,3,1,6,2,1,1,1,3, ,9,4, ,2,2, , ,60015,10,1948,1, ,5,5,9,0,1,2,9,1,1
047438,1,2,1,1, ,1,2,1,1,1,2,1,1,1,1,2,1, ,3,2, ,3,2, ,1,1,1,2,1,9,2,9,9,4,5,1,1,1,2, ,2,2,2,1,1,3,1,2,1,9,9,3,2,3,2,2,1,4,3,1,2,6,3,2,4,2,1,9, ,2,1, ,1,2,1,99999,7,1960,6,ALL OF THE ABOVE,6,6,9,0,1,2,9,2,3
048314,1,2,1,1, ,1,1,2,2,2,2,1,1,1,1,9,9, ,1,1, ,1,1, ,2,2,3,2,2,1,1,2,3,8,3,1,1,2,2, ,2,8,1,2,1,2,2,3,2,3,2,2,1,2,1,1,1,1,3,3,3,6,4,3,7,3,1,1, ,4, ,1,1,5,2,60607,3,1983,1, ,5,5,7,1,0,3,4,3,1
048840,1,2,1,1, ,1,2,2,2,2,3,1,1,1,2,1,1, ,2,1, ,3,2, ,3,1,1,2,1,9,1,3,2,8,9,1,1,1,2, ,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,3,3,2,2,1,1,2, ,1,1, ,1,2,1,60609,6,1967,2, ,2,2,2,0,1,3,1,1,2
048748,3,2,1,1, ,1,2,2,2,3,2,1,1,1,2,4,2, ,1,1, ,1,1, ,2,1,2,3,1,2,1,1,1,8,3,1,2,1, ,2,2,8,1,9,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,6,3,3, ,1,4, ,1,1,5,2,61813,11,1944,1, ,5,5,3,0,1,1,1,3,1
049156,3,2,1,1, ,1,2,2,2,2,5,2,2,2,2,8,8,"I VOTE FOR BEST CANDIDATE, NOT BASED ON PARTY",1,1, ,3,2, ,2,1,1,1,1,2,2,3,2,8,3,2,1,1, ,2,2,2,1,1,1,1,1,2,1,1,1,5,3,2,1,2,1,1,3,3,1,4,2,1,4,2,1,1, ,2,1, ,1,5,2,62626,7,1962,1, ,5,5,3,0,1,2,1,2,1
049323,2,2,1,1, ,1,2,2,2,1,2,2,2,2,8,9,9, ,2,1, ,9,9, ,3,2,9,2,2,2,1,2,3,8,9,1,1,1,1, ,1,8,1,9,2,1,2,3,2,3,2,2,1,2,1,1,1,1,3,3,3,5,2,1,3,1,1,1, ,3,1, ,1,5,2,60657,2,1989,1, ,5,5,9,0,1,4,9,1,1
053624,2,1, , ,1,1,2,3,2,1,3,1,1,1,8,9,9, ,2,1, ,5,3, ,1,1,1,2,1,2,1,1,3,8,3,2,1,2, ,2,2,8,2,4,2,3,9,4,2,4,2,1,1,5,3,2,2,4,3,3,2,3,3,2,9,9,1,4, ,2,1, ,1,5,2,60018,5,1973,7, ,5,5,3,0,1,3,1,9,7
050627,2,2,1,1, ,1,1,2,2,2,2,1,2,2,2,4,2, ,1,1, ,1,1, ,4,9,3,3,2,2,1,2,4,1,2,2,1,2,1, ,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,3,3,3,2,3,6,4,3,5,3,1,1, ,1,1, ,1,5,2,60544,7,1960,1, ,6,6,7,1,0,2,4,3,1
051840,2,2,1,1, ,1,1,3,1,2,4,1,3,2,1,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,2,2,2,4,5,4,1,1, ,1,1,1,1,2,2,2,1,4,2,5,2,5,3,2,1,1,1,1,1,1,1,5,3,2,1,1,1,2, ,4, ,1,1,5,2,60473,4,1979,2, ,2,2,4,1,0,3,2,1,2
055645,2,2,1,1, ,1,1,3,3,1,2,1,1,1,2,1,1, ,5,3, ,3,2, ,2,2,2,2,1,1,1,1,2,4,5,1,2,2, ,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,6,2,1,3,1,1,1, ,4, ,1,1,5,2,60555,4,1979,1, ,5,5,5,1,0,3,2,1,1
045921,2,2,1,1, ,1,2,1,1,1,2,3,1,2,1,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,1,2,2,8,1,1,2,4,2, ,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,3,4,3,1,1,2,1,4, , ,3,2, ,2, , ,60155,1,1993,4, ,1,1,8,0,1,4,9,1,3
056321,2,2,1,1, ,1,1,1,2,1,2,3,3,2,2,1,1, ,3,2, ,3,2, ,3,3,2,3,1,2,1,3,3,3,2,3,2,3, ,2,2,2,1,2,3,2,2,2,1,3,2,2,1,2,1,2,2,1,3,3,1,1,2,1,2,1,4, , ,4, ,1,1,5,2,60007,1,1996,4, ,5,5,5,1,0,4,2,1,3
052567,3,2,1,1, ,1,2,1,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,2,3,3,5,1,1,1,2, ,2,2,1,2,3,1,1,3,2,2,1,9,9,2,1,2,1,1,3,3,1,2,3,2,1,1,3, ,1,3,1, ,1,5,2,61736,11,1944,1, ,5,5,2,0,1,1,1,1,1
047962,1,2,1,1, ,1,1,2,3,1,1,3,3,2,8,1,1, ,3,2, ,3,2, ,1,9,2,1,1,9,3,2,9,3,5,2,2,2,2, ,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,1,2,1,1,1, ,4, ,2,2, , ,60062,3,1983,1, ,5,5,6,1,0,3,3,1,1
052546,2,2,1,1, ,1,1,2,2,1,2,2,3,2,2,4,2, ,1,1, ,1,1, ,2,2,3,2,2,3,2,2,3,3,4,3,3,3,1, ,1,1,1,3,3,2,1,2,1,2,1,2,1,2,1,2,2,1,3,3,2,6,3,2,6,3,1,4, ,2,1, ,1,5,2,60614,1,1990,1, ,4,4,2,1,0,4,1,3,1
057114,2,2,1,1, ,1,2,2,2,1,3,2,1,2,1,3,2, ,3,2, ,3,2, ,2,1,2,1,1,2,1,1,2,3,4,1,2,1, ,2,2,2,1,2,2,1,1,3,2,4,2,4,3,2,1,2,2,1,1,1,2,5,3,2,1,1,2,3, ,3,1, ,1,5,2,60425,2,1989,4, ,2,2,3,0,1,4,1,1,3
051102,3,1, , ,1,1,1,3,2,1,2,1,1,1,2,9,9, ,9,9, ,1,1, ,1,1,1,2,1,1,2,3,3,8,9,1,4,4, ,1,1,8,1,3,3,1,1,9,9,9,9,3,2,1,1,1,2,3,2,2,1,2,4,3,7,3,3, ,3,1,1, ,1,5,2,62880,12,1935,1, ,5,5,4,1,0,1,2,3,1
052194,3,1, , ,1,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,9,2,3,9,2,2,1,9,4,1,2,1,3,3, ,2,2,1,1,3,3,2,1,2,1,2,1,4,3,1,1,1,2,2,2,2,1,5,4,3,7,3,1,1, ,2,1, ,1,3,1,61701,8,1958,1, ,5,5,4,1,0,2,2,3,1
037969,2,1, , ,1,1,1,2,2,1,1,1,1,1,1,4,2, ,1,1, ,1,1, ,4,3,4,3,2,3,2,4,2,8,4,1,2,2,1, ,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,2,3,2,3,3,1,6,4,3,7,3,2,1, ,5, ,2,2, , ,60523,11,1943,5, ,5,5,7,1,0,1,4,3,3
054456,2,2,1,1, ,1,2,1,1,2,3,1,2,2,8,1,1, ,3,2, ,3,2, ,1,1,1,2,3,2,2,2,1,8,5,3,2,3, ,2,2,2,2,3,3,2,2,3,2,2,1,5,3,2,1,2,2,3,3,3,2,2,3,2,1,1,3, ,3,1,1, ,1,2,1,60617,11,1942,2, ,1,1,4,0,1,1,2,1,2
051884,1,2,1,1, ,1,1,2,2,2,3,3,3,2,2,1,1, ,3,2, ,3,2, ,4,3,4,3,2,2,2,3,4,4,1,1,1,1,2, ,2,2,2,2,3,1,1,5,2,4,2,5,3,5,3,2,3,3,3,1,1,2,1,1,3,1,1,1, ,5, ,3,3, , ,70640,2,1989,4, ,6,6,1,1,0,4,1,1,3
053513,1,2,1,1, ,1,1,2,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,1,2,1,1,1,1,2,1,1,4,5,1,1,1,2, ,2,2,1,1,3,1,2,2,1,2,1,2,1,2,1,1,1,1,3,3,3,6,2,1,1,1,1,1, ,5, ,2,2, , ,60610,5,1974,1, ,4,4,5,1,0,3,2,1,1
055201,1,2,1,1, ,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,1,9,2,2,2,2,1,2,2,2,4,1,1,3,2, ,2,9,9,2,1,2,1,5,2,5,2,4,3,5,3,2,1,1,1,1,3,6,4,3,7,3,1,1, ,4, ,2,2, , ,60614,2,1987,1, ,5,5,7,1,0,4,4,3,1
051126,2,2,1,1, ,1,1,1,1,1,2,3,3,2,2,4,2, ,1,1, ,1,1, ,1,1,3,2,1,2,1,2,2,8,9,1,2,1,2, ,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,3,3,4,4,2,1,6,3,2,1, ,5, ,3,3, , ,61761,2,1989,1, ,2,2,1,1,0,4,1,3,1
052875,2,2,1,1, ,1,1,2,2,1,3,2,1,2,2,1,1, ,5,3, ,3,2, ,3,2,1,1,1,1,1,1,1,2,4,4,1,1, ,2,2,1,1,1,2,2,2,2,1,1,1,5,3,1,1,1,1,1,3,3,1,3,3,2,2,1,1,1, ,4, ,1,1,5,2,60133,8,1955,1, ,3,3,4,1,0,2,2,1,1
050629,1,2,1,1, ,1,1,2,2,1,1,1,1,1,2,2,1, ,3,2, ,3,2, ,2,2,1,3,1,2,1,1,4,8,9,1,2,2,2, ,2,2,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,6,3,2,4,2,3, ,4,4, ,1,1,5,2,60026,8,1958,1, ,6,6,7,1,0,2,4,2,1
049248,3,2,1,1, ,1,1,2,2,1,2,1,1,1,8,4,2, ,1,1, ,1,1, ,2,2,9,2,1,2,1,2,2,8,3,1,1,1, ,1,1,8,1,9,2,2,2,1,1,1,1,1,1,1,1,1,4,1,3,3,1,3,3,2,5,3,1,1, ,4, ,1,1,5,2,61529,4,1979,1, ,5,5,6,1,0,3,3,3,1
050646,3,1, , ,1,1,2,2,1,3,2,9,3,2,8,9,9, ,9,9, ,9,9, ,1,2,1,3,2,9,3,3,1,9,9,4,4,4,2, ,2,2,9,9,3,2,2,2,1,9,9,9,9,9,9,1,3,3,3,3,3,3,9,9,6,3,3, ,3,4, ,1,1,2,1,99999,12,1937,1, ,9,9,8,0,1,1,9,3,1
051910,3,1, , ,1,1,2,1,1,1,3,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,2,2,2,9,3,9,2,3,5,2,2,2,9, ,9,2,1,9,4,2,1,2,1,1,1,9,9,9,9,2,2,1,2,3,1,2,2,1,1,1,3, ,1,1,1, ,1,5,2,61611,13,1928,7, ,5,5,8,0,1,1,9,1,7
053456,3,1, , ,1,1,1,2,2,2,2,1,2,2,2,1,1, ,3,2, ,3,2, ,3,2,2,2,1,2,3,2,2,8,3,1,9,4,1, ,1,8,1,9,3,2,2,3,2,3,2,1,1,2,1,9,2,3,1,1,2,4,3,2,3,1,1,3, ,4, ,1,1,5,2,61063,5,1970,1, ,5,5,9,1,0,3,9,1,1
054453,3,1, , ,1,1,2,2,2,2,4,1,1,1,2,1,1, ,3,2, ,5,3, ,2,2,2,2,1,2,2,2,2,4,5,1,1,1,2, ,2,2,2,2,2,3,1,3,2,2,1,5,3,4,3,2,1,2,3,1,2,6,2,1,1,1,1,4, ,3,1, ,1,5,2,61201,7,1962,2, ,2,2,3,0,1,2,1,1,2
057365,3,1, , ,1,1,2,2,2,3,3,1,1,1,1,8,8,ANYONE ELSE,1,1, ,5,3, ,9,1,2,1,2,2,1,2,2,1,1,1,4,4,1, ,1,1,1,2,3,2,2,5,2,5,2,4,3,4,3,2,1,1,2,1,2,3,4,3,4,2,3, ,1,5, ,1,1,5,2,60441,9,1953,1, ,5,5,1,0,1,2,1,2,1
053203,2,2,1,1, ,1,2,3,1,2,4,1,1,1,1,1,1, ,3,2, ,3,2, ,1,4,9,1,1,2,1,3,3,8,3,3,3,1, ,1,1,1,2,1,2,2,2,3,2,3,2,4,3,5,3,2,3,3,2,3,1,2,3,2,1,1,2,1, ,1,1, ,1,5,2,60426,8,1958,2, ,1,1,1,0,1,2,1,1,2
054719,2,2,1,1, ,1,2,1,3,1,2,1,2,2,9,1,1, ,3,2, ,3,2, ,2,2,1,1,3,3,1,2,3,8,9,2,2,2,2, ,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,3,2,3,2,1,1,1,3, ,4, ,1,1,2,1,60804,5,1974,4, ,4,4,1,0,1,3,1,1,3
051584,1,2,1,1, ,1,1,1,1,1,1,2,3,2,8,4,2, ,1,1, ,1,1, ,3,9,2,9,2,2,1,9,9,9,3,2,1,1, ,1,1,8,2,1,4,1,1,1,1,1,1,3,2,2,1,2,3,3,3,3,4,3,5,3,4,2,1,1, ,1,2, ,2, , ,99999,14,0,5, ,6,6,4,1,0,0,2,2,3
051672,3,2,1,1, ,1,1,2,2,2,4,1,1,1,1,4,2, ,5,3, ,5,3, ,2,3,3,3,2,2,1,3,3,1,1,2,3,3,1, ,1,1,1,2,3,2,9,2,1,2,1,2,1,2,1,2,1,1,3,3,1,3,3,2,8,8,1,3, ,4, ,1,1,5,2,61051,2,1988,1, ,5,5,4,1,0,4,2,9,1
057276,3,2,1,1, ,1,1,2,2,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,1,2,2,8,4,1,2,2,1, ,1,8,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,2,2,4,3,2,4,2,1,1, ,5, ,1,1,5,2,61554,2,1989,1, ,5,5,2,1,0,4,1,2,1
054332,2,2,1,1, ,1,1,1,3,1,2,1,1,1,2,8,8,LIBERTARIAN; INDEPENDENT,5,3, ,1,1, ,1,3,1,3,1,2,1,2,3,3,4,2,1,1,1, ,1,8,2,3,5,2,2,2,1,4,2,1,1,4,3,2,1,4,3,1,1,3,3,2,3,1,1,1, ,5, ,3,3, , ,60559,3,1984,1, ,5,5,7,1,0,4,4,1,1
049941,1,2,1,1, ,1,1,2,3,2,1,1,2,2,1,2,1, ,9,9, ,3,2, ,1,3,3,1,1,1,1,2,2,3,5,1,2,2,2, ,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,2,2,1,3,3,1,2,2,1,8,8,4, , ,3,9, ,9, , ,99999,1,1992,7, ,5,5,9,1,0,4,9,9,7
055543,2,2,1,1, ,1,2,3,2,1,3,2,2,2,2,1,1, ,3,2, ,9,9, ,2,1,1,3,1,2,1,1,1,8,5,1,1,3,2, ,2,2,1,2,2,2,2,1,1,2,1,4,3,1,1,2,1,1,3,1,2,5,2,1,3,1,1,1, ,5, ,3,3, , ,60625,1,1991,1, ,3,3,5,0,1,4,2,1,1
053234,1,2,1,1, ,1,2,1,1,1,1,1,1,1,8,1,1, ,1,1, ,2,1, ,1,1,1,1,2,2,3,2,1,1,1,2,1,1,2, ,2,2,2,1,1,1,2,1,1,5,2,1,1,4,3,2,1,2,2,2,1,1,1,1,1,1,1,1, ,1,1, ,1,1,1,60125,4,1977,1, ,1,1,1,0,1,3,1,1,1
053877,1,2,1,1, ,1,1,1,1,1,1,1,2,2,2,9,9, ,1,1, ,3,2, ,2,1,1,1,1,1,1,1,1,3,1,2,2,1,2, ,2,2,9,1,1,2,1,1,1,1,1,9,9,1,1,1,1,1,3,3,1,1,3,2,1,1,3, ,1,1,8, ,8, , ,60608,4,1977,1, ,1,1,5,1,0,3,2,1,1
050791,1,2,1,1, ,1,1,1,1,1,3,9,9,2,1,2,1, ,9,9, ,1,1, ,1,1,2,3,1,4,1,4,2,1,9,1,1,1,1, ,1,2,2,1,3,1,2,2,1,2,1,1,1,4,3,2,4,4,1,1,4,6,3,2,9,9,2,9, ,5, ,1,1,5,2,99999,1,1990,3, ,6,6,8,1,0,4,9,9,3
050474,2,2,1,1, ,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,1,1,1,4,1,4,1,1,1,1,2,1,1,2, ,2,2,1,1,1,2,2,2,1,1,3,2,5,3,1,1,1,3,2,3,3,1,4,4,3,7,3,3, ,1,2,1, ,1,5,2,60099,6,1966,1, ,2,2,4,1,0,3,2,3,1
055172,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1, ,3,2, ,3,2, ,4,1,1,1,1,1,1,1,2,4,5,4,4,4,2, ,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,2,1,1,1,1, ,1,1, ,1,5,2,60631,4,1975,1, ,5,5,5,1,0,3,2,1,1
056117,1,2,1,1, ,1,2,1,1,1,1,2,1,2,1,1,1, ,3,2, ,3,2, ,4,1,1,1,1,2,2,4,2,8,4,1,1,1, ,2,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,3,2,1,1,2,9, ,3,1, ,1,2,1,60181,2,1989,2, ,6,6,2,0,1,4,1,1,2
054211,1,2,1,1, ,1,2,1,2,2,3,9,2,2,8,1,1, ,9,9, ,3,2, ,2,1,1,1,1,9,2,2,9,9,9,3,1,3,2, ,2,2,1,2,3,2,2,3,2,3,2,4,3,2,1,2,1,1,3,3,2,3,9,9,2,1,1,1, ,4, ,3,3, , ,60623,3,1980,4, ,6,6,2,0,1,3,1,1,3
